cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B06003	0628	毛利蘭＆江戸川コナン	青	9	8000	2	MR	探偵,毛利探偵事務所,少年探偵団,高校生,空手家	1754284680531866.jpg	〚突撃〛（登場したターンからすぐにアクションできる）\n【パートナー青】【宣言】【ターン1】〚ターン終了時までLP－2する〛：キャラを1枚まで選び、スリープさせる。\n【宣言】【ターン1】カードを1枚引く。自分の手札が5枚以上ある場合、手札を1枚リムーブする。この能力は自分の現場にキャラが3枚以上いて、全員のLPの合計が2以下の場合に宣言できる。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			松田硯		●【宣言】能力（1つ目）\n\nQ：このキャラがLP1以下の場合、この能力のコストを支払う（LP－2する）ことはできますか？\nA：はい、可能です。（LPは負の数値になることもあります。その状態で推理した場合、証拠を1つも得られないだけで、証拠が減ることはありません。）\n\n●【宣言】能力（2つ目）\n\nQ：LPが負の数値のキャラがいる場合、その数値も合計されますか？\nA：はい、合計されます。LP－1のキャラがいる場合、合計も－1されます。\n\nQ：パートナーエリアにいるこのキャラは、キャラの枚数やLPの合計に含まれますか？\nA：いいえ、現場にいないので含みません。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06037	0660	服部平次＆沖田総司	緑	9	8000	2	MR	探偵|高校生	1751538660405743.jpg	【自分ターン中】【ターン1】自分の現場にこのキャラ以外の〚特徴［高校生］〛のキャラが登場したとき、AP8000以下のキャラを1枚まで選び、リムーブする。\n【宣言】【ターン1】〚手札を1枚リムーブする〛：自分の現場にいるキャラを1枚まで選び、ターン終了時までAP＋1000し、「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			ZUKU		●【自分ターン中】能力\n\nQ：このキャラが現場にいるとき、自分の現場に特徴［高校生］のMRのキャラが登場しました。このキャラはMR能力によってリムーブされますが、【自分ターン中】能力は発動しますか？\nA：いいえ、発動しません。MR能力によるリムーブは登場と同時に行われるので、MRのキャラが登場した時点でこのキャラは現場におらず、能力は発動しません。\n\n●【宣言】能力\n\nQ：能力で与えた「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」は、ターン終了時に効果が切れますか？\nA：はい。「ターン終了時まで～し、～する。」効果は、すべてターン終了時に効果が切れます。\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06066	0687	怪盗キッド＆白馬探	白	9	8000	2	MR	怪盗|探偵|高校生	1751538660425915.jpg	【宣言】【ターン1】〚このキャラか、このキャラと同じ特徴を持つキャラを1枚スリープさせる〛：相手の現場にいるAP8000以下のキャラを1枚まで選び、デッキの下に移す。\n自分のターン終了時、自分の現場にスリープ状態かスタン状態のキャラが合わせて3枚以上いる場合、キャラを1枚まで選び、アクティブにする。この能力はパートナーエリアでも発動する。	【カットイン】AP＋2000			松田硯		●【宣言】能力\n\nQ：【宣言】能力の「このキャラと同じ特徴を持つキャラを1枚スリープさせる」は、相手の現場にいるキャラをスリープさせることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\n●「自分のターン終了時、～」能力\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06074	0694	沖矢昴＆世良真純	赤	9	8000	2	MR	探偵,高校生,大学院生,赤井家	1751538660431513.jpg	【登場時】カードを1枚引き、手札からレベル7以下の〚特徴［赤井家］〛のキャラを1枚まで登場させる。\n【宣言】【ターン1】〚FILEエリアにあるカードを上から2枚リムーブする〛：ターン終了時、自分のFILEエリアにあるカードが5枚以下の場合、デッキのカードを上から2枚、1枚ずつ裏向きのままFILEエリアの上に置く。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			ニジハヤシ		●【登場時】能力\n\nQ：引いたカードを手札から登場させることはできますか？\nA：はい。レベル7以下の特徴［赤井家］のキャラであれば登場させることができます。\n\nQ：すでに自分の現場にキャラが5枚ある場合、能力でキャラを現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）この際、このキャラをリムーブすることもできます。（自分のターン中にスイッチでリムーブした場合は、そのままリムーブエリアに置かれます。）\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。\n\n●【宣言】能力\n\nQ：「自分のFILEエリアにあるカード」は、【アシスト】したパートナーも数えますか？\nA：はい、数えます。\n\nQ：（使用後に別の《沖矢昴＆世良真純/0694/B06074》を登場させるなどして）この【宣言】能力を1ターンに2回使用した場合、ターン終了時に効果は2つとも発動しますか？\nA：はい、2つとも発動し、好きな順番で解決できます。ただし、「自分のFILEエリアにあるカードが5枚以下の場合」の条件は、それぞれの効果を解決する際に参照します。\n\nQ：デッキが残り1枚の場合、「デッキのカードを上から2枚、1枚ずつ裏向きのままFILEエリアの上に置く。」はどうなりますか？\nA：カードを1枚置いた時点で「リフレッシュ」を行い、その後でもう1枚置きます。\n\nQ：【宣言】能力の「FILEエリアにあるカードを上から2枚リムーブする」は、相手のカードをリムーブすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から2枚をリムーブします。\n\nQ：自分のFILEエリアにカードが1枚しかない場合、それをリムーブすることで【宣言】能力を使用できますか？\nA：いいえ。2枚リムーブできない場合は【宣言】能力を使用できません。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06084	0703	安室透＆榎本梓	黄	9	8000	2	MR	探偵|喫茶ポアロ	1751538660436483.jpg	【パートナー黄】【登場時】相手は手札を公開する。（その後、元に戻す）レベル9以下のキャラを1枚まで選び、リムーブする。\n【宣言】【ターン1】カードを1枚引き、〚捜査1〛（相手はデッキのカードを上から指定の数だけ公開し、好きな順番でデッキの下に移す）する。レベル7以下のカードが発見された場合、自分は手札を1枚リムーブする。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			ZUKU		●【宣言】能力\n\nQ：「捜査」で公開するカードの枚数はどこで指定されていますか？\nA：「捜査」の直後に書かれている数字の数だけ公開します。（「捜査1」なら1枚）\n\nQ：「発見された」カードとは何ですか？\nA：「捜査」によって公開されたカードを指します。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06098	0715	ベルモット＆シェリー	黒	9	8000	2	MR	黒ずくめの組織	1751538660441549.jpg	【宣言】【ターン1】AP8000以下のキャラを1枚まで選び、リムーブする。この能力は自分の現場に〚特徴［黒ずくめの組織］〛のキャラが2枚以上いる場合に宣言できる。\n【宣言】【ターン1】自分のデッキのカードを上から3枚見る。その中から【カットイン】を持つレベル8以下の【黒】のカードを1枚まで公開して手札に加え、残りをリムーブエリアに移す。レベル4以上のカードを手札に加えた場合、手札を1枚リムーブする。この能力は自分の現場に〚特徴［黒ずくめの組織］〛のキャラが2枚以上いる場合に宣言できる。この能力はパートナーエリアでも宣言できる。	【カットイン】AP＋2000			三日月なぎさ		●【宣言】能力（1つ目）\n \nQ：このキャラも現場にいる特徴［黒ずくめの組織］のキャラに数えますか？\nA：はい、数えます。\n\n●【宣言】能力（2つ目）\n\nQ：デッキが3枚以下の場合、どのタイミングでリフレッシュを行いますか？\nA：「残りをリムーブエリアに移す。」まで解決したところでリフレッシュを行います。（デッキのカードを見たり公開している時点では、それらのカードはまだデッキにあるカードとして扱われます。この効果の場合は、見たカードをリムーブエリアに移した時点でデッキのカードがなくなったことになります。）\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。その場合、手札はリムーブしません。\n\nQ：このキャラも現場にいる特徴［黒ずくめの組織］のキャラに数えますか？\nA：現場にいる場合は数えます。パートナーエリアにいる場合は数えません。\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.1］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.1］では27ページ）をご確認ください。
B06099	0716	ラム	黒	8	7000	2	SR	黒ずくめの組織	1751538660447533.jpg	【事件黒】【パートナー黒】【登場時】レベル8以下のキャラを1枚まで選び、リムーブする。	【カットイン】【自分ターン中】AP＋3000（自分のターンのコンタクト中に手札からリムーブして使う）			五月とに		●【カットイン】\n\nQ：このカードは相手のターン中に【カットイン】で使えますか？\nA：使うことはできますが、何も起こりません。
B06016	0639	鬼丸猛	緑	8	8000	1	SR	YAIBA	1754284680609049.jpg	【パートナー緑】【登場時⁆自分のデッキのカードを上から3枚リムーブしてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。\n【宣言】【ターン1】【スリープ】：自分の証拠を1つ選び、手札に加えてもよい。そうした場合、手札からカードを1枚裏向きで証拠として得る。						●【登場時】能力\n\nQ：自分のデッキが2枚以下の場合、すべてリムーブしてキャラを選ぶことはできますか？\nA：いいえ。「自分のデッキのカードを上から3枚リムーブする」が実行できない場合、それ以降の効果は解決できません。\n\n●【宣言】能力\n\nQ：自分の証拠を選ぶ際、どの順番に置かれているカードでも選べますか？\nA：はい、どの順番に置かれている証拠でも選べます。そのうえで、手札から裏向きで得る証拠は1番上に置かれます。
B06046	0667	鉄刃	白	8	8000	0	SR	YAIBA	197d4b60e6ae9.jpg	〚迅速〛\n【自分ターン中】【ターン2】このキャラに〚特徴［YAIBA］〛のカード1枚がセットされるたび、このキャラをアクティブにする。\n自分のターン終了時、このキャラに〚特徴［YAIBA］〛のカードが2枚以上セットされている場合、手札を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル5以下の〚特徴［YAIBA］〛のキャラを1枚まで選び、スリープ状態で登場させる。						●【自分ターン中】能力\n\nQ：「このキャラにカード1枚がセットされるたび、～」は、このキャラがアクティブ状態でも発動しますか？\nA：はい。アクティブ状態でも条件を満たしたタイミングで必ず発動し、【ターン2】の回数制限も消費されます。\n\nQ：「このキャラにカード1枚がセットされるたび、～」が発動したとき、このキャラをアクティブにしないことは選択できますか？\nA：いいえ。「～してもよい」ではないので必ずアクティブにします。\n\n●「自分のターン終了時、～」能力\n\nQ：手札からリムーブしたカードを選んで登場させることはできますか？\nA：はい。レベル5以下の特徴［YAIBA］のキャラであれば選んで登場させることができます。\n\nQ：すでに自分の現場にキャラが5枚ある場合、能力でキャラを現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）この際、《鉄刃/0667/B06046》をリムーブすることもできます。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。
B06004	0629	工藤新一	青	7	6000	1	SR	探偵|高校生	1754284680536189.jpg	【絆毛利蘭】【相手ターン中】自分の現場にいる〚カード名［毛利蘭］〛をAP＋1000する。\n【宣言】【スリープ】〚手札からカード名［毛利蘭］を1枚公開する〛：相手の現場にいるレベル7以下のキャラを1枚まで選び、デッキの下に移す。				マキムラシュンスケ		●【相手ターン中】能力\n\nQ：この能力では、自分の現場にいるカード名［毛利蘭］はどのようにAP＋1000されますか？\nA：この能力は発動するものではなく、有効である（自分の現場にカード名［毛利蘭］がいて、相手のターン中である）限り自動的にAP＋1000します。逆に、有効でなくなった時点でAP＋1000はなくなります。\n\n●【絆】能力\n\nQ：【絆】とは何ですか？\nA：自分の現場に指定のカード名のキャラがいる場合に、右の能力を持ちます。（パートナーでは条件を満たしません。）\n\n●【宣言】能力\n\nQ：【宣言】能力のコストで公開したカード名［毛利蘭］は、いつまで公開しておけばよいですか？\nA：コストの支払いが完了し、効果の解決に入る時点で元に戻してかまいません。
