cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D04002	0133	赤井秀一	赤	8	7000	2	D	FBI,赤井家	1714013132379611.jpg	【パートナー赤】【登場時】手札を1枚リムーブしてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。				しお		
D04003	0134	赤井秀一	赤	7	6000	1	D	FBI,赤井家	1714013132382924.jpg	【パートナー赤】〚迅速〛（登場したターンからすぐに推理かアクションできる）				しお		
D04004	0135	赤井秀一	赤	4	4000	1	D	FBI,赤井家	1714013132385566.jpg	〚ブレット〛（このキャラのアクションはガードできない）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				
D04005	0136	世良真純	赤	6	5000	1	D	探偵,高校生,赤井家	1714013132388746.jpg	自分の現場にいるキャラがアクション［事件］したとき、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。		しお		{"「自分の現場にいるキャラがアクション［事件］したとき」の能力は、どのタイミングで発動しますか？":"アクションを宣言し、事件を指定してそのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
D04006	0137	羽田秀𠮷	赤	3	2000	1	D	棋士,赤井家	1714013132391355.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D04007	0138	メアリー	赤	6	6000	1	D	赤井家	1714013132394119.jpg	〚ミスリード1〛（相手の推理に対し、スリープさせることでLP－1する）\n【ターン1】自分の現場にいるキャラのアクション［事件］によって証拠を得たとき、手札を1枚リムーブしてもよい。そうした場合、証拠を1つ得る。						{"「ミスリード1」とはなんですか？":"相手のキャラかパートナーが推理したとき、自分の現場にいるアクティブ状態のミスリードを持つキャラをスリープさせることで、推理したパートナー／キャラを（その推理の終了時まで）LP－1します。","「ミスリード」は1回の推理に対して複数行えますか？":"はい。1回につき何枚でも同時に行えます。","自分の現場にいるキャラのアクション［事件］によって証拠を得たとき、手札を1枚リムーブしませんでした。そのターン中にもう一度アクション［事件］によって証拠を得たとき、手札を1枚リムーブして証拠を得ることはできますか？":"いいえ。【ターン1】の能力がすでに一度発動しているので、そのターン中は条件を満たしても発動しません。"}
D04008	0139	世良真純	赤	3	2000	1	D	探偵,高校生,赤井家	1714013132396448.jpg	〚ミスリード1〛（相手の推理に対し、スリープさせることでLP－1する）	【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					{"「ミスリード1」とはなんですか？":"相手のキャラかパートナーが推理したとき、自分の現場にいるアクティブ状態のミスリードを持つキャラをスリープさせることで、推理したパートナー／キャラを（その推理の終了時まで）LP－1します。","「ミスリード」は1回の推理に対して複数行えますか？":"はい。1回につき何枚でも同時に行えます。"}
D04009	0140	本堂瑛海	赤	2	1000	1	D	CIA	1714013132399068.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D04010	0141	ジョディ・スターリング	赤	5	5000	1	D	FBI	1714013132402737.jpg	【相手ターン中】【現場リムーブ時】相手は手札を1枚リムーブする。		【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。		しお		{"【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。"}
D04011	0062	ジョディ・スターリング	赤	4	4000	1	D	FBI	1714013132405530.jpg	【登場時】自分のデッキのカードを上から4枚見る。その中から【赤】のカードを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"【登場時】能力では、条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。"}
D04012	0142	ジェイムズ・ブラック	赤	4	4000	1	D	FBI	1714013132407246.jpg		【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					
D04013	0143	アンドレ・キャメル	赤	5	5000	0	D	FBI	1714013167754975.jpg	【パートナー赤】〚突撃〛（登場したターンからすぐにアクションできる）						
