cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B01005	0001	江戸川コナン	青	8	7000	2	SR	探偵|毛利探偵事務所|少年探偵団	1734349765552707.jpg	【パートナー青】【ターン1】自分がネクストヒントで手札を使用したとき、そのカードのレベル以下のレベルのキャラを1枚まで選び、デッキの下に移す。				きゅーぶい		{"このキャラが自分の現場にいるときにネクストヒントを行いましたが、手札は使用しませんでした。そのあとネクストヒントで手札を使用した場合、能力は発動しますか？":"はい。「ネクストヒントで手札を使用したとき」に発動するので、この場合は発動します。","「【ターン1】自分が～」の能力で0枚を選びました（何もデッキの下に移しませんでした）。この場合、次にネクストヒントで手札を使用したときに選ぶことはできますか？":"いいえ。0枚を選んだ場合でも能力そのものが一度発動しているので、このターン中は条件を満たしても発動しません。","ネクストヒントで使用したキャラが【登場時】能力を持つ場合、このキャラの能力とどちらから先に解決されますか？":"（ターンを行なっている）プレイヤーが好きな順番で解決できます。","ネクストヒントで、レベル4になっている【B01009】工藤新一を使用しました。この場合、何レベル以下のキャラを選べますか？":"元のレベルを参照するので、この場合はレベル6以下を選ぶことができます。"}
B01005P	0001	江戸川コナン	青	8	7000	2	SRP	探偵,毛利探偵事務所,少年探偵団	1734349765557282.jpg	【パートナー青】【ターン1】自分がネクストヒントで手札を使用したとき、そのカードのレベル以下のレベルのキャラを1枚まで選び、デッキの下に移す。				きゅーぶい		{"このキャラが自分の現場にいるときにネクストヒントを行いましたが、手札は使用しませんでした。そのあとネクストヒントで手札を使用した場合、能力は発動しますか？":"はい。「ネクストヒントで手札を使用したとき」に発動するので、この場合は発動します。","「【ターン1】自分が～」の能力で0枚を選びました（何もデッキの下に移しませんでした）。この場合、次にネクストヒントで手札を使用したときに選ぶことはできますか？":"いいえ。0枚を選んだ場合でも能力そのものが一度発動しているので、このターン中は条件を満たしても発動しません。","ネクストヒントで使用したキャラが【登場時】能力を持つ場合、このキャラの能力とどちらから先に解決されますか？":"（ターンを行なっている）プレイヤーが好きな順番で解決できます。","ネクストヒントで、レベル4になっている【B01009】工藤新一を使用しました。この場合、何レベル以下のキャラを選べますか？":"元のレベルを参照するので、この場合はレベル6以下を選ぶことができます。"}
B01006	0002	灰原哀	青	6	4000	1	SR	少年探偵団,科学者	1734349765562208.jpg	【絆江戸川コナン】相手の能力や効果によって選ばれない。\n【宣言】【スリープ】：手札からレベル5以下の〚特徴［少年探偵団］〛のキャラを1枚まで登場させる。〚カード名［江戸川コナン］〛を登場させた場合、カードを1枚引く。				きゅーぶい		{"【絆】とは何ですか？":"自分の現場に指定のカード名のキャラがいる場合に、右の能力を持ちます。（パートナーでは条件を満たしません。）","「相手の能力や効果によって選ばれない」とは何ですか？":"相手は能力や効果で「キャラを○枚まで選ぶ（選び）」と書かれているものではこのキャラを選ぶことができません。","「相手の能力や効果によって選ばれない」キャラをアクションで対象に指定することはできますか？":"はい、（スリープ状態など指定できる条件を満たしていれば）可能です。"}
B01006P	0002	灰原哀	青	6	4000	1	SRP	少年探偵団,科学者	1734349765568836.jpg	【絆江戸川コナン】相手の能力や効果によって選ばれない。\n【宣言】【スリープ】：手札からレベル5以下の〚特徴［少年探偵団］〛のキャラを1枚まで登場させる。〚カード名［江戸川コナン］〛を登場させた場合、カードを1枚引く。				きゅーぶい		{"【絆】とは何ですか？":"自分の現場に指定のカード名のキャラがいる場合に、右の能力を持ちます。（パートナーでは条件を満たしません。）","「相手の能力や効果によって選ばれない」とは何ですか？":"相手は能力や効果で「キャラを○枚まで選ぶ（選び）」と書かれているものではこのキャラを選ぶことができません。","「相手の能力や効果によって選ばれない」キャラをアクションで対象に指定することはできますか？":"はい、（スリープ状態など指定できる条件を満たしていれば）可能です。"}
B01007	0003	毛利蘭	青	7	6000	0	SR	高校生,毛利探偵事務所,空手家	1734349765574785.jpg	相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、カードを1枚引く。\n【パートナー青】【宣言】【ターン1】〚手札を1枚リムーブする〛：ターン終了時までこのキャラをAP＋1000し、〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				水季		{"手札が1枚もない場合、このキャラの【宣言】能力は使用できますか？":"いいえ。手札を1枚リムーブしなければ【宣言】能力を使用できません。"}
B01008	0004	江戸川コナン	青	5	6000	1	R	探偵,毛利探偵事務所,少年探偵団	1734349765579866.jpg			【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				
B01009	0005	工藤新一	青	6	5000	1	R	探偵,高校生	1734349765584400.jpg	【パートナー青】お互いの現場にキャラが合わせて6枚以上いる場合、手札にあるこのキャラはレベル4になる。\n【宣言】〚デッキの下に移す〛：LP0以下の【青】のキャラを1枚まで選び、アクティブにする。				水季		{"レベル4の状態で使用したこのキャラは、現場でもレベル4のままですか？":"いいえ、条件を満たして手札にある間だけレベル4になるので、現場ではレベル6です。（手札から使用した時点でレベル6になっています。）","元のLPが0で、効果などによってLP1以上になっているキャラを【宣言】能力で選ぶことはできますか？":"いいえ。能力の時点でLP0以下でなくなっているキャラを選ぶことはできません。","ミスリードによってLPが0になったキャラを【宣言】能力で選ぶことはできますか？":"ミスリードによってLPがマイナスされるのはその推理の終了時までなので、能力の時点でLP1以上に戻っている場合は選ぶことができません。","このターンすでに推理かアクションしているキャラをアクティブにした場合、もう一度推理やアクションを行うことは可能ですか？":"はい、可能です。","スタン状態のキャラを、【宣言】能力でアクティブにした場合はどうなりますか？":"スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）"}
B01009P	0005	工藤新一	青	6	5000	1	RP	探偵,高校生	1734349765589682.jpg	【パートナー青】お互いの現場にキャラが合わせて6枚以上いる場合、手札にあるこのキャラはレベル4になる。\n【宣言】〚デッキの下に移す〛：LP0以下の【青】のキャラを1枚まで選び、アクティブにする。				水季		{"レベル4の状態で使用したこのキャラは、現場でもレベル4のままですか？":"いいえ、条件を満たして手札にある間だけレベル4になるので、現場ではレベル6です。（手札から使用した時点でレベル6になっています。）","元のLPが0で、効果などによってLP1以上になっているキャラを【宣言】能力で選ぶことはできますか？":"いいえ。能力の時点でLP0以下でなくなっているキャラを選ぶことはできません。","ミスリードによってLPが0になったキャラを【宣言】能力で選ぶことはできますか？":"ミスリードによってLPがマイナスされるのはその推理の終了時までなので、能力の時点でLP1以上に戻っている場合は選ぶことができません。","このターンすでに推理かアクションしているキャラをアクティブにした場合、もう一度推理やアクションを行うことは可能ですか？":"はい、可能です。","スタン状態のキャラを、【宣言】能力でアクティブにした場合はどうなりますか？":"スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）"}
B01010	0006	毛利小五郎	青	6	6000	0	R	探偵,毛利探偵事務所	1734349765595905.jpg	相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、手札を1枚リムーブしてもよい。そうした場合、自分は証拠を1つ得る。\n				春宵		
B01010P	0006	毛利小五郎	青	6	6000	0	RP	探偵,毛利探偵事務所	1734349765600233.jpg	相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、手札を1枚リムーブしてもよい。そうした場合、自分は証拠を1つ得る。\n				春宵		
