cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B09019	0964	「くさるなよ！」	青	7	C	1775608819021818.jpg	自分のFILEエリアにあるカードを上から1枚リムーブし、自分の現場にいる〚カード名［結成 少年探偵団］〛を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル4以下のそれぞれカード名の異なる〚特徴［少年探偵団］〛のキャラを5枚まで選び、スリープ状態で登場させる。この効果によってキャラが5枚登場した場合、キャラを1枚まで選び、リムーブする。このターン中、自分はネクストヒントできない。					Q：リムーブしたカード名［結成 少年探偵団］の下に重なっていたキャラを選んで登場させることはできますか？\nA：はい。条件を満たすキャラであれば可能です。\n\nQ：すでに自分の現場にキャラがいる場合、この能力でキャラを5枚まで現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラが最終的に5枚になるように、もともと現場にいるキャラをリムーブして登場させることができます。（これを「スイッチ」と言います。）\n※スイッチでは、このイベントの効果によって登場させるキャラをリムーブすることはできません。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。能力が複数発動した場合、プレイヤーの好きな順番で解決できます。）\n\nQ：カード名を［結成 少年探偵団］に書き換えたキャラをリムーブすることはできますか？\nA：はい、可能です。\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：このイベントをネクストヒントで使用することはできますか？\nA：はい、可能です。
B09019P	0964	「くさるなよ！」	青	7	CP	1775608819030116.jpg	自分のFILEエリアにあるカードを上から1枚リムーブし、自分の現場にいる〚カード名［結成 少年探偵団］〛を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル4以下のそれぞれカード名の異なる〚特徴［少年探偵団］〛のキャラを5枚まで選び、スリープ状態で登場させる。この効果によってキャラが5枚登場した場合、キャラを1枚まで選び、リムーブする。このターン中、自分はネクストヒントできない。					Q：リムーブしたカード名［結成 少年探偵団］の下に重なっていたキャラを選んで登場させることはできますか？\nA：はい。条件を満たすキャラであれば可能です。\n\nQ：すでに自分の現場にキャラがいる場合、この能力でキャラを5枚まで現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラが最終的に5枚になるように、もともと現場にいるキャラをリムーブして登場させることができます。（これを「スイッチ」と言います。）\n※スイッチでは、このイベントの効果によって登場させるキャラをリムーブすることはできません。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。能力が複数発動した場合、プレイヤーの好きな順番で解決できます。）\n\nQ：カード名を［結成 少年探偵団］に書き換えたキャラをリムーブすることはできますか？\nA：はい、可能です。\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：このイベントをネクストヒントで使用することはできますか？\nA：はい、可能です。
B09033	0977	「ひょっとしたら…」	緑	6	C	1775608835848408.jpg	【解決編】自分のデッキのカードを上から4枚公開し、その中からレベル6以下の〚特徴［高校生］〛のキャラを1枚まで登場させる。「自分のFILEエリアにあるカードを上から1枚リムーブし、公開したカードの中からレベル6以下の〚特徴［高校生］〛のキャラを1枚まで登場させる。」を3回まで行ってよい。その後、公開したカードの残りを好きな順番でデッキの下に移す。					Q：すでに自分の現場にキャラが5枚いる場合、この効果でキャラを現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラが5枚になるように、もともと現場にいるキャラをリムーブして登場させることができます。（これを「スイッチ」と言います。）この効果ではキャラを1枚ずつ登場させるので、そのたびにスイッチを行います。このイベントの効果で登場させていたキャラでも、その後に登場させたキャラとのスイッチでリムーブすることができます。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。能力が複数発動した場合、プレイヤーの好きな順番で解決できます。）\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：自分のFILEエリアにカードがない状態でも、「公開したカードの中からレベル6以下の特徴［高校生］のキャラを1枚まで登場させる」を行うことはできますか？\nA：はい、可能です。（能力や効果によってこのイベントを使用した場合、そのような状況になる場合があります。）
B09033P	0977	「ひょっとしたら…」	緑	6	CP	1775608835857259.jpg	【解決編】自分のデッキのカードを上から4枚公開し、その中からレベル6以下の〚特徴［高校生］〛のキャラを1枚まで登場させる。「自分のFILEエリアにあるカードを上から1枚リムーブし、公開したカードの中からレベル6以下の〚特徴［高校生］〛のキャラを1枚まで登場させる。」を3回まで行ってよい。その後、公開したカードの残りを好きな順番でデッキの下に移す。					Q：すでに自分の現場にキャラが5枚いる場合、この効果でキャラを現場に登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラが5枚になるように、もともと現場にいるキャラをリムーブして登場させることができます。（これを「スイッチ」と言います。）この効果ではキャラを1枚ずつ登場させるので、そのたびにスイッチを行います。このイベントの効果で登場させていたキャラでも、その後に登場させたキャラとのスイッチでリムーブすることができます。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。能力が複数発動した場合、プレイヤーの好きな順番で解決できます。）\n\nQ：FILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：自分のFILEエリアにカードがない状態でも、「公開したカードの中からレベル6以下の特徴［高校生］のキャラを1枚まで登場させる」を行うことはできますか？\nA：はい、可能です。（能力や効果によってこのイベントを使用した場合、そのような状況になる場合があります。）
B09034	0978	「朝日射し夕日輝く鉄の瓶…黄金千枚二千杯」	緑	5	C	1775608835866750.jpg	自分のリムーブエリアにあるイベントを2枚まで選び、手札に加える。このターン中、自分はイベントを使用できない。（能力や効果によっても使用できない）		【ヒラメキ】（証拠からリムーブされるときに発動する）自分のリムーブエリアにあるイベントを1枚まで選び、手札に加える。			Q：「自分はイベントを使用できない」場合、具体的にどうなりますか？\nA：カードの使用やネクストヒントでイベントカードを使用することができず、「イベントを使用する」効果を解決することができなくなります。\n\nQ：「自分はイベントを使用できない」場合、イベントカードの【カットイン】を使用することはできますか？\nA：はい、可能です。【カットイン】や【ヒラメキ】は、この効果による制限を受けません。
B09034P	0978	「朝日射し夕日輝く鉄の瓶…黄金千枚二千杯」	緑	5	CP	1775608835875907.jpg	自分のリムーブエリアにあるイベントを2枚まで選び、手札に加える。このターン中、自分はイベントを使用できない。（能力や効果によっても使用できない）		【ヒラメキ】（証拠からリムーブされるときに発動する）自分のリムーブエリアにあるイベントを1枚まで選び、手札に加える。			Q：「自分はイベントを使用できない」場合、具体的にどうなりますか？\nA：カードの使用やネクストヒントでイベントカードを使用することができず、「イベントを使用する」効果を解決することができなくなります。\n\nQ：「自分はイベントを使用できない」場合、イベントカードの【カットイン】を使用することはできますか？\nA：はい、可能です。【カットイン】や【ヒラメキ】は、この効果による制限を受けません。
B09052	0995	「い、いつの間に!?」	白	2	C	1775608856224527.jpg	カードを1枚引き、手札から自分のFILEエリアの枚数以下のレベルの【白】のキャラを1枚まで登場させる。ターン終了時までそのキャラのカード名を、自分の現場にいるそのキャラ以外のレベル8以下のキャラ1枚のカード名に書き換えてもよい。	【カットイン】【自分ターン中】カード名を1つ指定し、自分の現場にいる指定したカード名のキャラ1枚につき、AP＋1000（自分のターンのコンタクト中に手札からリムーブして使う）				Q：カード名を書き換えた場合はどうなりますか？\nA：登場させたキャラは、（ターン終了時に効果が切れるまでか、現場にいるかぎり）選択したキャラのカード名を持つものとして扱われます。その間、元のカード名は持っていない扱いとなります。カードが持つそれ以外の情報は変わりません。\n\n●【カットイン】\n\nQ：このカードは相手のターン中に【カットイン】で使えますか？\nA：使うことはできますが、何も起こりません。\n\n●「カード名を1つ指定する」\n\nQ：「カード名を1つ指定する」は、どの範囲まで指定する必要がありますか？\nA：『名探偵コナントレーディングカードゲーム』に存在するカードの名前から1つを指定します。カードNoやIDなど、特定のカードまで絞る必要はありません。（例：「江戸川コナン」を指定した場合、カード名［江戸川コナン］を持つすべてのカードが該当します。）\n\nQ：キャラの名前が複数あるカード名を指定することはできますか？\nA：はい。『名探偵コナントレーディングカードゲーム』に存在するカード名であれば可能です。ただし、例として「江戸川コナン＆工藤新一」を指定した場合はカード名［江戸川コナン＆工藤新一］のカードのみ該当します（カード名［江戸川コナン］とカード名［工藤新一］のカードは該当しません）。\n\nQ：「カード名を1つ指定する」は、正確でなければなりませんか？\nA：カード名が特定できるならば、多少の省略や間違いも許容されます（ただし「毛利」や「服部」など、複数のカード名が該当しうる省略は不適当です）。対戦相手は、示された情報だけでは1つに特定できないと判断したなら追加の情報を求めてください。
B09052P	0995	「い、いつの間に!?」	白	2	CP	1775608872666423.jpg	カードを1枚引き、手札から自分のFILEエリアの枚数以下のレベルの【白】のキャラを1枚まで登場させる。ターン終了時までそのキャラのカード名を、自分の現場にいるそのキャラ以外のレベル8以下のキャラ1枚のカード名に書き換えてもよい。	【カットイン】【自分ターン中】カード名を1つ指定し、自分の現場にいる指定したカード名のキャラ1枚につき、AP＋1000（自分のターンのコンタクト中に手札からリムーブして使う）				Q：カード名を書き換えた場合はどうなりますか？\nA：登場させたキャラは、（ターン終了時に効果が切れるまでか、現場にいるかぎり）選択したキャラのカード名を持つものとして扱われます。その間、元のカード名は持っていない扱いとなります。カードが持つそれ以外の情報は変わりません。\n\n●【カットイン】\n\nQ：このカードは相手のターン中に【カットイン】で使えますか？\nA：使うことはできますが、何も起こりません。\n\n●「カード名を1つ指定する」\n\nQ：「カード名を1つ指定する」は、どの範囲まで指定する必要がありますか？\nA：『名探偵コナントレーディングカードゲーム』に存在するカードの名前から1つを指定します。カードNoやIDなど、特定のカードまで絞る必要はありません。（例：「江戸川コナン」を指定した場合、カード名［江戸川コナン］を持つすべてのカードが該当します。）\n\nQ：キャラの名前が複数あるカード名を指定することはできますか？\nA：はい。『名探偵コナントレーディングカードゲーム』に存在するカード名であれば可能です。ただし、例として「江戸川コナン＆工藤新一」を指定した場合はカード名［江戸川コナン＆工藤新一］のカードのみ該当します（カード名［江戸川コナン］とカード名［工藤新一］のカードは該当しません）。\n\nQ：「カード名を1つ指定する」は、正確でなければなりませんか？\nA：カード名が特定できるならば、多少の省略や間違いも許容されます（ただし「毛利」や「服部」など、複数のカード名が該当しうる省略は不適当です）。対戦相手は、示された情報だけでは1つに特定できないと判断したなら追加の情報を求めてください。
B09067	1009	「よしキャメル…走れ!!」	赤	5	C	1775608890049400.jpg	以下から1つ選んで行う。手札から〚カード名［アンドレ・キャメル］〛を1枚リムーブしてもよい。そうした場合、代わりに3つとも行う。（上から順に行う）\n・キャラを1枚まで選び、ターン終了時まで〚突撃［キャラ］〛を与える。\n・キャラを1枚まで選び、ターン終了時まで〚突撃［事件］〛を与える。\n・キャラを1枚まで選び、ターン終了時まで〚ブレット〛を与える。					
B09067P	1009	「よしキャメル…走れ!!」	赤	5	CP	1775608890059641.jpg	以下から1つ選んで行う。手札から〚カード名［アンドレ・キャメル］〛を1枚リムーブしてもよい。そうした場合、代わりに3つとも行う。（上から順に行う）\n・キャラを1枚まで選び、ターン終了時まで〚突撃［キャラ］〛を与える。\n・キャラを1枚まで選び、ターン終了時まで〚突撃［事件］〛を与える。\n・キャラを1枚まで選び、ターン終了時まで〚ブレット〛を与える。					
