cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B09002	0947	工藤新一&毛利蘭	青	9	8000	2	MR	探偵,毛利探偵事務所,高校生,空手家	1775608802546440.jpg	【自分ターン中】【ターン1】自分の現場にこのキャラ以外の〚カード名［工藤新一］〛か〚［毛利蘭］〛が登場したとき、相手の現場にいるレベル9以下のキャラを1枚まで選び、リムーブするかデッキの下に移す。（自分がどちらかを選ぶ）\n自分のターン終了時、手札から〚カード名［工藤新一］〛か〚［毛利蘭］〛を1枚公開してもよい。そうした場合、自分の現場にいるレベル8以上の〚カード名［工藤新一］〛か〚［毛利蘭］〛を1枚まで選び、アクティブにする。この能力はパートナーエリアでも発動する。	【カットイン】AP＋2000			松田硯		●【自分ターン中】能力\n\nQ：このキャラが現場にいるとき、自分の現場に《工藤新一&毛利蘭/0947》が登場しました。このキャラはMR能力によってリムーブされますが、このキャラの能力は発動しますか？\nA：いいえ、発動しません。MR能力によるリムーブは登場と同時に行われるので、《工藤新一&毛利蘭/0947》が登場した時点でこのキャラは現場におらず、能力は発動しません。\n\n●「自分のターン終了時」能力\n\nQ：このキャラ自身をアクティブにすることはできますか？\nA：はい。現場にいる場合は選んでアクティブにすることができます。\n\nQ：アクティブにしたキャラで再び推理やアクションすることはできますか？\nA：いいえ。「ターン終了時」の能力が発動するのはエンドフェイズなので、メインフェイズの行動は（次の自分のターンまで）行うことができません。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.4］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.4］では27ページ）をご確認ください。
B09002P	0947	工藤新一&毛利蘭	青	9	8000	2	MRP	探偵,毛利探偵事務所,高校生,空手家	1775608802555957.jpg	【自分ターン中】【ターン1】自分の現場にこのキャラ以外の〚カード名［工藤新一］〛か〚［毛利蘭］〛が登場したとき、相手の現場にいるレベル9以下のキャラを1枚まで選び、リムーブするかデッキの下に移す。（自分がどちらかを選ぶ）\n自分のターン終了時、手札から〚カード名［工藤新一］〛か〚［毛利蘭］〛を1枚公開してもよい。そうした場合、自分の現場にいるレベル8以上の〚カード名［工藤新一］〛か〚［毛利蘭］〛を1枚まで選び、アクティブにする。この能力はパートナーエリアでも発動する。	【カットイン】AP＋2000			ZUKU		●【自分ターン中】能力\n\nQ：このキャラが現場にいるとき、自分の現場に《工藤新一&毛利蘭/0947》が登場しました。このキャラはMR能力によってリムーブされますが、このキャラの能力は発動しますか？\nA：いいえ、発動しません。MR能力によるリムーブは登場と同時に行われるので、《工藤新一&毛利蘭/0947》が登場した時点でこのキャラは現場におらず、能力は発動しません。\n\n●「自分のターン終了時」能力\n\nQ：このキャラ自身をアクティブにすることはできますか？\nA：はい。現場にいる場合は選んでアクティブにすることができます。\n\nQ：アクティブにしたキャラで再び推理やアクションすることはできますか？\nA：いいえ。「ターン終了時」の能力が発動するのはエンドフェイズなので、メインフェイズの行動は（次の自分のターンまで）行うことができません。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）\n\n●MR能力\n\nオフィシャルルールマニュアル（［Ver.2.4］では26ページ）をご確認ください。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.4］では27ページ）をご確認ください。
B09003	0948	江戸川コナン	青	8	7000	2	SR	探偵|毛利探偵事務所|少年探偵団	1775608802564333.jpg	【自分ターン中】現場にいるこのキャラをレベル－2する。\n【事件青＆緑】【自分ターン中】【ターン1】このキャラ以外のレベル7以下の【青】か【緑】のキャラが自分の現場に登場したとき、AP8000以下のキャラを1枚まで選び、リムーブする。\n【絆服部平次】【宣言】【ターン1】〚デッキのカードを上から1枚リムーブする〛：カード名を1つ指定し、相手のFILEエリアにあるカードを上から1枚リムーブし、相手はデッキのカードを上から1枚裏向きのままFILEエリアの上に置く。この効果によって指定したカード名のカードがリムーブされた場合、キャラを1枚まで選び、ターン終了時までAP＋2000する。				あす		●「現場にいるこのキャラを～」能力\n\nQ：レベル－2されるとどうなりますか？\nA：直接の影響はありませんが、（能力や効果でレベルを参照する場合に）このキャラはレベル6として扱うようになります。\n\n●【自分ターン中】【ターン1】能力\n\nQ：登場したキャラが【登場時】能力を持つ場合、この能力とどちらから先に解決されますか？\nA：（ターンを行なっている）プレイヤーが好きな順番で解決できます。\n\nQ. 【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？\nA. はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）\n\n●【宣言】能力\n\nQ：相手のFILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：相手のFILEエリアからリムーブしたカードが（リフレッシュなどによって）リムーブエリアにない場合、「この効果によって～」以降の効果を解決できますか？\nA：はい。その場合でも指定したカード名のカードがリムーブされていた場合、キャラを選んでAP＋2000できます。\n\n●「カード名を1つ指定する」\n\nQ：「カード名を1つ指定する」は、どの範囲まで指定する必要がありますか？\nA：『名探偵コナントレーディングカードゲーム』に存在するカードの名前から1つを指定します。カードNoやIDなど、特定のカードまで絞る必要はありません。（例：「江戸川コナン」を指定した場合、カード名［江戸川コナン］を持つすべてのカードが該当します。）\n\nQ：キャラの名前が複数あるカード名を指定することはできますか？\nA：はい。『名探偵コナントレーディングカードゲーム』に存在するカード名であれば可能です。ただし、例として「江戸川コナン＆工藤新一」を指定した場合はカード名［江戸川コナン＆工藤新一］のカードのみ該当します（カード名［江戸川コナン］とカード名［工藤新一］のカードは該当しません）。\n\nQ：「カード名を1つ指定する」は、正確でなければなりませんか？\nA：カード名が特定できるならば、多少の省略や間違いも許容されます（ただし「毛利」や「服部」など、複数のカード名が該当しうる省略は不適当です）。対戦相手は、示された情報だけでは1つに特定できないと判断したなら追加の情報を求めてください。
B09003P	0948	江戸川コナン	青	8	7000	2	SRP	探偵|毛利探偵事務所|少年探偵団	1775608802573831.jpg	【自分ターン中】現場にいるこのキャラをレベル－2する。\n【事件青＆緑】【自分ターン中】【ターン1】このキャラ以外のレベル7以下の【青】か【緑】のキャラが自分の現場に登場したとき、AP8000以下のキャラを1枚まで選び、リムーブする。\n【絆服部平次】【宣言】【ターン1】〚デッキのカードを上から1枚リムーブする〛：カード名を1つ指定し、相手のFILEエリアにあるカードを上から1枚リムーブし、相手はデッキのカードを上から1枚裏向きのままFILEエリアの上に置く。この効果によって指定したカード名のカードがリムーブされた場合、キャラを1枚まで選び、ターン終了時までAP＋2000する。				あす		●「現場にいるこのキャラを～」能力\n\nQ：レベル－2されるとどうなりますか？\nA：直接の影響はありませんが、（能力や効果でレベルを参照する場合に）このキャラはレベル6として扱うようになります。\n\n●【自分ターン中】【ターン1】能力\n\nQ：登場したキャラが【登場時】能力を持つ場合、この能力とどちらから先に解決されますか？\nA：（ターンを行なっている）プレイヤーが好きな順番で解決できます。\n\nQ. 【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？\nA. はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）\n\n●【宣言】能力\n\nQ：相手のFILEエリアにある（【アシスト】した）パートナーカードをリムーブすることはできますか？\nA：いいえ。パートナーカードを除いて上から1枚をリムーブします。\n\nQ：相手のFILEエリアからリムーブしたカードが（リフレッシュなどによって）リムーブエリアにない場合、「この効果によって～」以降の効果を解決できますか？\nA：はい。その場合でも指定したカード名のカードがリムーブされていた場合、キャラを選んでAP＋2000できます。\n\n●「カード名を1つ指定する」\n\nQ：「カード名を1つ指定する」は、どの範囲まで指定する必要がありますか？\nA：『名探偵コナントレーディングカードゲーム』に存在するカードの名前から1つを指定します。カードNoやIDなど、特定のカードまで絞る必要はありません。（例：「江戸川コナン」を指定した場合、カード名［江戸川コナン］を持つすべてのカードが該当します。）\n\nQ：キャラの名前が複数あるカード名を指定することはできますか？\nA：はい。『名探偵コナントレーディングカードゲーム』に存在するカード名であれば可能です。ただし、例として「江戸川コナン＆工藤新一」を指定した場合はカード名［江戸川コナン＆工藤新一］のカードのみ該当します（カード名［江戸川コナン］とカード名［工藤新一］のカードは該当しません）。\n\nQ：「カード名を1つ指定する」は、正確でなければなりませんか？\nA：カード名が特定できるならば、多少の省略や間違いも許容されます（ただし「毛利」や「服部」など、複数のカード名が該当しうる省略は不適当です）。対戦相手は、示された情報だけでは1つに特定できないと判断したなら追加の情報を求めてください。
B09004	0949	毛利蘭	青	7	6000	0	SR	高校生|毛利探偵事務所|空手家	1775608802582450.jpg	〚突撃〛（名乗り状態でもアクションできる）\n【絆工藤新一】【自分ターン中】【ターン1】自分の能力や効果、【宣言】能力のコストによって手札から〚カード名［工藤新一］〛か〚［毛利蘭］〛を公開したとき、手札を1枚リムーブしてもよい。（現在の効果を解決してからリムーブする）そうした場合、レベル7以下のキャラを1枚まで選び、リムーブする。				夏町		●【絆】能力\n\nQ：この能力が発動してから効果を解決するまでの間に、（自分の現場からカード名［工藤新一］がいなくなるなどで）この能力が有効でなくなった場合、効果を解決できますか？\nA：はい。すでに発動済みの効果は、その能力が有効でなくなっても解決できます。\n\nQ：《小さくなった名探偵/0102》などの効果でデッキのカードを公開して手札に加えるとき、そのカードがカード名［工藤新一］か［毛利蘭］だった場合、この能力は発動しますか？\nA：いいえ、発動しません。\n\nQ：【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？\nA：はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）
B09004P	0949	毛利蘭	青	7	6000	0	SRP	高校生|毛利探偵事務所|空手家	1775608802590287.jpg	〚突撃〛（名乗り状態でもアクションできる）\n【絆工藤新一】【自分ターン中】【ターン1】自分の能力や効果、【宣言】能力のコストによって手札から〚カード名［工藤新一］〛か〚［毛利蘭］〛を公開したとき、手札を1枚リムーブしてもよい。（現在の効果を解決してからリムーブする）そうした場合、レベル7以下のキャラを1枚まで選び、リムーブする。				いの		●【絆】能力\n\nQ：この能力が発動してから効果を解決するまでの間に、（自分の現場からカード名［工藤新一］がいなくなるなどで）この能力が有効でなくなった場合、効果を解決できますか？\nA：はい。すでに発動済みの効果は、その能力が有効でなくなっても解決できます。\n\nQ：《小さくなった名探偵/0102》などの効果でデッキのカードを公開して手札に加えるとき、そのカードがカード名［工藤新一］か［毛利蘭］だった場合、この能力は発動しますか？\nA：いいえ、発動しません。\n\nQ：【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？\nA：はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）
B09005	0950	本堂瑛祐	青	7	6000	1	R	高校生	1775608802599190.jpg	【事件青＆緑】【宣言】【スリープ】〚手札から特徴［探偵］のキャラを1枚公開する〛：レベル7以下のキャラを1枚まで選び、リムーブする。この【宣言】能力のコストによって〚カード名［江戸川コナン］〛か〚［工藤新一］〛を公開していた場合、相手のFILEエリアにあるカードを上から1枚表向きにする。				谷川ナカ		Q：（公開したカードが条件を満たしていて）相手のFILEエリアにある1番上のカードがすでに表向きの場合はどうなりますか？\nA：その場合、「上から1枚表向きにする」効果では何も起こりません。\n\nQ：公開した特徴［探偵］のキャラは、いつまで公開しておけばよいですか？\nA：コストの支払いが完了し、効果の解決に入る時点で元に戻してかまいません。
B09006	0951	毛利小五郎	青	8	8000	0	R	探偵|毛利探偵事務所	1775608802607850.jpg	【絆妃英理】【宣言】【ターン1】AP8000以下のスリープ状態のキャラを1枚まで選び、リムーブする。自分の現場にいる〚カード名［妃英理］〛を1枚まで選び、アクティブにする。						Q：AP8000以下のスリープ状態のキャラを1枚も選ばず（何もリムーブせず）、自分の現場にいるカード名［妃英理］をアクティブにすることはできますか？\nA：はい、可能です。（逆も可能です）
B09006P	0951	毛利小五郎	青	8	8000	0	RP	探偵|毛利探偵事務所	1775608802615155.jpg	【絆妃英理】【宣言】【ターン1】AP8000以下のスリープ状態のキャラを1枚まで選び、リムーブする。自分の現場にいる〚カード名［妃英理］〛を1枚まで選び、アクティブにする。				まのい		Q：AP8000以下のスリープ状態のキャラを1枚も選ばず（何もリムーブせず）、自分の現場にいるカード名［妃英理］をアクティブにすることはできますか？\nA：はい、可能です。（逆も可能です）
B09007	0952	脇田兼則	青	7	5000	1	R	寿司職人	1775608802624184.jpg	【パートナー黒】【解決編】【登場時】このキャラをリムーブしてもよい。そうした場合、手札からレベル8以下の〚カード名［ラム］〛を1枚まで登場させる。\n【相手ターン中】【現場リムーブ時】カードを1枚引く。						●【登場時】能力\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。
