cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D06003	0167	服部平次	緑	8	7000	2	D	探偵,高校生	1718844176798125.jpg	【事件緑＆白】〚突撃〛（登場したターンからすぐにアクションできる）\n【パートナー緑】【ターン1】このキャラがアクションしたとき、自分のリムーブエリアにある「【カットイン】AP＋」を持つカードを1枚まで選び、手札に加える。				hiro		{"「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。","「このキャラがアクションしたとき」の能力で「【カットイン】AP＋」を持つカードを手札に加えました。そのアクションで発生したコンタクトで、手札に加えた【カットイン】を使用できますか":"はい、使用できます。","「このキャラがアクションしたとき」の能力で、リムーブエリアにある【B01097】ウォッカを手札に加えることはできますか":"いいえ、【B01097】ウォッカの【カットイン】は「AP＋」を含まないため、手札に加えることはできません。"}
D06004	0167	服部平次	緑	8	7000	2	D	探偵,高校生	1718844176801241.jpg	【事件緑＆白】〚突撃〛（登場したターンからすぐにアクションできる）\n【パートナー緑】【ターン1】このキャラがアクションしたとき、自分のリムーブエリアにある「【カットイン】AP＋」を持つカードを1枚まで選び、手札に加える。				hiro		{"「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。","「このキャラがアクションしたとき」の能力で「【カットイン】AP＋」を持つカードを手札に加えました。そのアクションで発生したコンタクトで、手札に加えた【カットイン】を使用できますか":"はい、使用できます。","「このキャラがアクションしたとき」の能力で、リムーブエリアにある【B01097】ウォッカを手札に加えることはできますか":"いいえ、【B01097】ウォッカの【カットイン】は「AP＋」を含まないため、手札に加えることはできません。"}
D06005	0026	服部平次	緑	3	3000	1	D	探偵,高校生	1718844176804811.jpg	【ターン1】このキャラがアクション［キャラ］したとき、ターン終了時までこのキャラをAP+1000する。						{"「このキャラがアクション［キャラ］したとき」の能力は、どのタイミングで発動しますか":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
D06006	0168	遠山和葉	緑	6	5000	1	D	高校生	1718844176807280.jpg	【登場時】自分の現場に【白】のキャラがいる場合、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				hiro		{"このキャラが現場に登場したとき、自分の現場に【白】のキャラはいませんでしたがパートナーは【白】です。【登場時】能力で突撃を持つことはできますか":"いいえ、パートナーでは条件を満たしません。","このキャラが現場に登場したとき、自分の現場に【白】のキャラはいませんでしたが、その後で現場に【白】のキャラが登場しました。【登場時】能力で突撃を持つことはできますか":"いいえ、【登場時】能力が発動した時点で自分の現場に【白】のキャラがいなければ突撃を持つことはできません。","このキャラが【登場時】能力で突撃を持ち、その後で自分の現場から【白】のキャラがいなくなった場合、このキャラは突撃を失いますか":"いいえ、失いません。"}
D06007	0027	遠山和葉	緑	2	1000	1	D	高校生	1718844176811176.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D06008	0113	伊織無我	緑	4	4000	1	D	執事	1718844176814318.jpg		【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					
D06009	0029	大滝悟郎	緑	4	4000	1	D	警察,大阪府警	1718844176817683.jpg	【現場リムーブ時】コンタクトによってリムーブされた場合、キャラを1枚まで選び、スリープさせる。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。		五月とに		{"コンタクト中のこのキャラが【B01098】ジンの【カットイン】によってリムーブされた場合、【現場リムーブ時】能力の条件を満たしますか":"いいえ、その場合は【カットイン】の効果によるリムーブなので条件を満たしません。"}
D06010	0169	怪盗キッド	白	8	7000	2	D	怪盗	1718844176820249.jpg	【事件緑＆白】〚突撃〛（登場したターンからすぐにアクションできる）\n【パートナー白】【ターン1】このキャラがアクションしたとき、カードを1枚引く。				hiro		{"「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
D06011	0169	怪盗キッド	白	8	7000	2	D	怪盗	1718844176827920.jpg	【事件緑＆白】〚突撃〛（登場したターンからすぐにアクションできる）\n【パートナー白】【ターン1】このキャラがアクションしたとき、カードを1枚引く。				hiro		{"「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
D06012	0170	怪盗キッド	白	5	6000	0	D	怪盗	1718844176830680.jpg			【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。	【変装】【事件白】【FILE5】（コンタクト中のキャラと入れ替わって手札から出る。入れ替わったキャラはデッキの下に移す）	五月とに		{"【変装】とはなんですか":"【変装】はコンタクト中にできる行動の1つです。（行動できるタイミングは【カットイン】と同じで、どちらか片方を行えます。）手札から【変装】を使用すると、そのキャラがコンタクト中の自分のキャラと入れ替わります。（【変装】で出たキャラがコンタクトしていることになります。）入れ替わったキャラはデッキの下に移します。【変装】で入れ替わって出たカードは、元のキャラの状態（スリープや名乗り）、得ていた効果（LP／APの増減など）、セットされているカードなどを引き継ぎます。","【変装】によって、ほかのキャラが持つ「～キャラが現場に登場したとき」の能力は発動しますか":"いいえ、【変装】による入れ替えは登場ではないので発動しません。","【事件（白）】は、自分の事件カードが【D06019】妖精の唇の場合は有効ですか":"はい、事件カードが【白】を持っていれば有効です。"}
