cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D10003	0838	黒衣の騎士・スペイド（工藤新一）	青	8	8000	1	D	探偵|高校生	1761913165177685.jpg	【事件シャッフルロマンス】〚突撃〛（登場したターンからすぐにアクションできる）\n【登場時】自分のデッキのカードを上から〚カード名［シャッフルロマンス］〛が出るまで1枚ずつ公開し、それを手札に加える。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。				ZUKU		●カード名\n\n《黒衣の騎士・スペイド（工藤新一）》はカード名［黒衣の騎士・スペイド］としてもカード名［工藤新一］としても扱います。\n\n●突撃\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\n●【登場時】能力\n\nQ：カード名［シャッフルロマンス］が見つからず、デッキのカードをすべて公開した場合はどうなりますか？\nA：何も手札に加えず、公開したカードをすべてデッキに移してからシャッフルします。\n\nQ：カード名［シャッフルロマンス］が公開されたとき、それを手札に加えないことはできますか？\nA：いいえ、必ずそれ（条件に合うカードで最初に公開されたもの）を手札に加えます。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.2］では27ページ）をご確認ください。
D10004	0838	黒衣の騎士・スペイド（工藤新一）	青	8	8000	1	D	探偵|高校生	1761913165185252.jpg	【事件シャッフルロマンス】〚突撃〛（登場したターンからすぐにアクションできる）\n【登場時】自分のデッキのカードを上から〚カード名［シャッフルロマンス］〛が出るまで1枚ずつ公開し、それを手札に加える。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。				ZUKU		●カード名\n\n《黒衣の騎士・スペイド（工藤新一）》はカード名［黒衣の騎士・スペイド］としてもカード名［工藤新一］としても扱います。\n\n●突撃\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\n●【登場時】能力\n\nQ：カード名［シャッフルロマンス］が見つからず、デッキのカードをすべて公開した場合はどうなりますか？\nA：何も手札に加えず、公開したカードをすべてデッキに移してからシャッフルします。\n\nQ：カード名［シャッフルロマンス］が公開されたとき、それを手札に加えないことはできますか？\nA：いいえ、必ずそれ（条件に合うカードで最初に公開されたもの）を手札に加えます。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.2］では27ページ）をご確認ください。
D10005	0839	ハート姫（毛利蘭）	青	8	6000	1	D	高校生|毛利探偵事務所|空手家	1761913165195649.jpg	【事件シャッフルロマンス】【登場時】このキャラをスリープさせ、手札を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル8以下の〚カード名［黒衣の騎士・スペイド］〛を1枚まで選び、登場させる。\n【絆工藤新一】【宣言】【ターン1】手札から〚カード名［シャッフルロマンス］〛のイベントを1枚まで使用する。				ZUKU		●カード名\n\n《ハート姫（毛利蘭）》はカード名［ハート姫］としてもカード名［毛利蘭］としても扱います。\n\n●【登場時】能力\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\nQ：手札からリムーブしたカードを選んで登場させることはできますか？\nA：はい。レベル8以下のカード名［黒衣の騎士・スペイド］であれば選んで登場させることができます。\n\nQ：このキャラが（能力や効果によって）スリープ状態で登場した場合、「このキャラをスリープさせ、手札を1枚リムーブしてもよい。」を行うことはできますか？\nA：いいえ。スリープさせることができないので行えません。\n\n●【宣言】能力\n\nQ：【宣言】能力でイベントを使用するとどうなりますか？\nA：「手札の使用」や「ネクストヒント」で使用したときと同様に、イベントの効果を解決してリムーブします。「セットする」効果があればセットできます。\n\n●【絆】能力\n \nQ：【絆】とは何ですか？\nA：自分の現場に指定のカード名のキャラがいる場合に有効になる能力です。（パートナーでは条件を満たしません。）\n \nQ：自分の現場に《黒衣の騎士・スペイド（工藤新一）/0838/D10003》がいる場合も有効になりますか？\nA：はい。有効になります。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.2］では27ページ）をご確認ください。
D10006	0839	ハート姫（毛利蘭）	青	8	6000	1	D	高校生|毛利探偵事務所|空手家	1761913165213359.jpg	【事件シャッフルロマンス】【登場時】このキャラをスリープさせ、手札を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル8以下の〚カード名［黒衣の騎士・スペイド］〛を1枚まで選び、登場させる。\n【絆工藤新一】【宣言】【ターン1】手札から〚カード名［シャッフルロマンス］〛のイベントを1枚まで使用する。				ZUKU		●カード名\n\n《ハート姫（毛利蘭）》はカード名［ハート姫］としてもカード名［毛利蘭］としても扱います。\n\n●【登場時】能力\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\nQ：手札からリムーブしたカードを選んで登場させることはできますか？\nA：はい。レベル8以下のカード名［黒衣の騎士・スペイド］であれば選んで登場させることができます。\n\nQ：このキャラが（能力や効果によって）スリープ状態で登場した場合、「このキャラをスリープさせ、手札を1枚リムーブしてもよい。」を行うことはできますか？\nA：いいえ。スリープさせることができないので行えません。\n\n●【宣言】能力\n\nQ：【宣言】能力でイベントを使用するとどうなりますか？\nA：「手札の使用」や「ネクストヒント」で使用したときと同様に、イベントの効果を解決してリムーブします。「セットする」効果があればセットできます。\n\n●【絆】能力\n \nQ：【絆】とは何ですか？\nA：自分の現場に指定のカード名のキャラがいる場合に有効になる能力です。（パートナーでは条件を満たしません。）\n \nQ：自分の現場に《黒衣の騎士・スペイド（工藤新一）/0838/D10003》がいる場合も有効になりますか？\nA：はい。有効になります。\n\n●キャラの名前が複数あるカード名のルール\n\nオフィシャルルールマニュアル（［Ver.2.2］では27ページ）をご確認ください。
D10007	0003	毛利蘭	青	7	6000	0	D	高校生|毛利探偵事務所|空手家	1761913165238534.jpg	相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、カードを1枚引く。\n【パートナー青】【宣言】【ターン1】〚手札を1枚リムーブする〛：ターン終了時までこのキャラをAP＋1000し、〚突撃〛を持つ。				ZUKU		●【宣言】能力\n\nQ：【宣言】能力の「手札を1枚リムーブする」は、相手のカードをリムーブすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。
D10008	0003	毛利蘭	青	7	6000	0	D	高校生|毛利探偵事務所|空手家	1761913165265755.jpg	相手の現場にいるキャラがこのキャラとのコンタクトによってリムーブされたとき、カードを1枚引く。\n【パートナー青】【宣言】【ターン1】〚手札を1枚リムーブする〛：ターン終了時までこのキャラをAP＋1000し、〚突撃〛を持つ。				ZUKU		●【宣言】能力\n\nQ：【宣言】能力の「手札を1枚リムーブする」は、相手のカードをリムーブすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。
D10009	0840	工藤新一	青	8	7000	2	D	探偵|高校生	1761913165292396.jpg	自分のターン終了時、自分の現場に〚カード名［毛利蘭］〛がいない場合、このキャラをリムーブする。\n【パートナー青】【登場時】AP8000以下のキャラを1枚まで選び、デッキの下に移す。\n【事件シャッフルロマンス】【宣言】【ターン1】自分の現場にいる〚カード名［毛利蘭］〛を1枚まで選び、このキャラの下に重ねる。重ねた場合、ターン終了時までこのキャラは〚突撃［キャラ］〛を持つ。				ZUKU		●「自分のターン終了時」能力\n\nQ：自分の現場にカード名［毛利蘭］はいませんが、このキャラの下にカード名［毛利蘭］のカードが重なっている場合、条件を満たしますか？\nA：いいえ。重なっているカードは情報を持たないため、その場合は条件を満たしません。\n\n●【宣言】能力\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\n●「重ねる」\n\nQ：「重ねる」とは何ですか？\nA：このキャラの下に、選んだカードが重なった状態になります。このキャラが現場を離れる場合、重なっているカードはすべてリムーブされます。\n\nQ：重なっているカードは「セットされているカード」に含まれますか？\nA：いいえ。重なっている状態は「セットされている」状態とは異なります。\n\nQ：重なっているカードはどのように扱われますか？ リムーブされたら【現場リムーブ時】などの能力は発動しますか？\nA：重なっているカードは情報を持たず、カードとしては現場にありますが、現場にいるキャラの数としては数えません（重なっている枚数のみ参照されます）。情報を持たないので、それらのカードの能力も発動することはありません。
D10010	0840	工藤新一	青	8	7000	2	D	探偵|高校生	1761913165320730.jpg	自分のターン終了時、自分の現場に〚カード名［毛利蘭］〛がいない場合、このキャラをリムーブする。\n【パートナー青】【登場時】AP8000以下のキャラを1枚まで選び、デッキの下に移す。\n【事件シャッフルロマンス】【宣言】【ターン1】自分の現場にいる〚カード名［毛利蘭］〛を1枚まで選び、このキャラの下に重ねる。重ねた場合、ターン終了時までこのキャラは〚突撃［キャラ］〛を持つ。				ZUKU		●「自分のターン終了時」能力\n\nQ：自分の現場にカード名［毛利蘭］はいませんが、このキャラの下にカード名［毛利蘭］のカードが重なっている場合、条件を満たしますか？\nA：いいえ。重なっているカードは情報を持たないため、その場合は条件を満たしません。\n\n●【宣言】能力\n\nQ：【事件シャッフルロマンス】のアイコンはなんですか？\nA：自分の事件が特徴［シャッフルロマンス］を持つ場合にこの能力が有効になります。\n\n●「重ねる」\n\nQ：「重ねる」とは何ですか？\nA：このキャラの下に、選んだカードが重なった状態になります。このキャラが現場を離れる場合、重なっているカードはすべてリムーブされます。\n\nQ：重なっているカードは「セットされているカード」に含まれますか？\nA：いいえ。重なっている状態は「セットされている」状態とは異なります。\n\nQ：重なっているカードはどのように扱われますか？ リムーブされたら【現場リムーブ時】などの能力は発動しますか？\nA：重なっているカードは情報を持たず、カードとしては現場にありますが、現場にいるキャラの数としては数えません（重なっている枚数のみ参照されます）。情報を持たないので、それらのカードの能力も発動することはありません。
D10011	0841	毛利小五郎	青	7	5000	0	D	探偵|毛利探偵事務所	1761913165346723.jpg	【FILE6】【宣言】【ターン1】〚デッキの下に移す〛：自分のリムーブエリアにあるレベル7以下の〚カード名［毛利蘭］〛を1枚まで選び、登場させる。	【カットイン】【自分ターン中】〚カード名［毛利蘭］〛に【カットイン】する場合、AP＋3000（自分のターンのコンタクト中に手札からリムーブして使う）					●【宣言】能力\n\nQ：【FILE（6）】は、【アシスト】したパートナーも数えますか？\nA：はい、数えます。\n\n●【カットイン】\n\nQ：このカードは相手のターン中に【カットイン】で使えますか？\nA：使うことはできますが、何も起こりません。\n\nQ：カード名［毛利蘭］以外に【カットイン】できますか？\nA：使うことはできますが、何も起こりません。
D10012	0410	江戸川コナン	青	4	4000	1	D	探偵|毛利探偵事務所|少年探偵団	1761913165362986.jpg	【登場時】カードを2枚引き、手札を2枚リムーブする。\n【宣言】【ターン1】このキャラ以外の〚特徴［毛利探偵事務所］〛のキャラを1枚まで選び、ターン終了時までAP＋1000する。						●【登場時】能力\n\nQ：デッキが残り2枚以下の場合はどうすればよいですか？\nA：デッキのカードを引ききった時点で即座に「リフレッシュ」を行い、引くカードが1枚残っている場合はカードを1枚引きます。そのあとで手札を2枚リムーブします。
