cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B08017	0858	「どうしてお姉ちゃんを…助けてくれなかったの？」	青	8	C	1770731204409927.jpg	【事件青＆黒】自分のリムーブエリアにあるレベル7以下の〚カード名［江戸川コナン］〛を1枚まで選び、登場させる。このイベントをそのキャラにセットする。\nこのイベントがセットされているキャラは「このキャラがスリープ状態の場合、自分の現場にいる〚カード名［灰原哀］〛は相手の能力や効果によって選ばれない。」を持つ。					Q：このイベントがセットされているキャラがスタン状態の場合、「自分の現場にいるカード名［灰原哀］は相手の能力や効果によって選ばれない」は有効ですか？\nA：いいえ、スタン状態の場合は有効ではありません。\n\nQ：「相手の能力や効果によって選ばれない」とは何ですか？\nA：相手は能力や効果で「キャラを○枚まで選ぶ（選び）」と書かれているものではこのキャラを選ぶことができません。（【カットイン】や【ヒラメキ】の効果も含まれます）\n\nQ：「相手の能力や効果によって選ばれない」キャラをアクションで対象に指定することはできますか？\nA：はい、（スリープ状態など指定できる条件を満たしていれば）可能です。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を「～セットする。」まで解決してから解決することができます。）\n\n●カードのセット\n\nオフィシャルルールマニュアル（［Ver.2.3］では23ページ）をご確認ください。
B08017P	0858	「どうしてお姉ちゃんを…助けてくれなかったの？」	青	8	CP	1770878966395581.jpg	【事件青＆黒】自分のリムーブエリアにあるレベル7以下の〚カード名［江戸川コナン］〛を1枚まで選び、登場させる。このイベントをそのキャラにセットする。\nこのイベントがセットされているキャラは「このキャラがスリープ状態の場合、自分の現場にいる〚カード名［灰原哀］〛は相手の能力や効果によって選ばれない。」を持つ。					Q：このイベントがセットされているキャラがスタン状態の場合、「自分の現場にいるカード名［灰原哀］は相手の能力や効果によって選ばれない」は有効ですか？\nA：いいえ、スタン状態の場合は有効ではありません。\n\nQ：「相手の能力や効果によって選ばれない」とは何ですか？\nA：相手は能力や効果で「キャラを○枚まで選ぶ（選び）」と書かれているものではこのキャラを選ぶことができません。（【カットイン】や【ヒラメキ】の効果も含まれます）\n\nQ：「相手の能力や効果によって選ばれない」キャラをアクションで対象に指定することはできますか？\nA：はい、（スリープ状態など指定できる条件を満たしていれば）可能です。\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を「～セットする。」まで解決してから解決することができます。）\n\n●カードのセット\n\nオフィシャルルールマニュアル（［Ver.2.3］では23ページ）をご確認ください。
B08029	0869	小も大を兼ねる	緑	8	C	1770731222523320.jpg	【パートナー緑】自分のリムーブエリアにあるレベル7以下の〚カード名［伊織無我］〛を1枚まで選び、登場させる。ターン終了時までそのキャラに〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）を与えるか、ターン終了時までそのキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。自分のリムーブエリアにあるレベル7以下の〚カード名［大岡紅葉］〛を1枚まで選び、手札に加える。					Q：リムーブエリアにあるカード名［伊織無我］を選ばず（登場させず）、リムーブエリアにあるカード名［大岡紅葉］を選ぶ（手札に加える）ことはできますか？\nA：はい、可能です。リムーブエリアにあるカード名［伊織無我］を登場させ、カード名［大岡紅葉］を手札に加えないことも可能です。\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\nQ：すでに自分の現場にキャラが5枚いる場合、キャラを登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。）
B08029P	0869	小も大を兼ねる	緑	8	CP	1770878966438277.jpg	【パートナー緑】自分のリムーブエリアにあるレベル7以下の〚カード名［伊織無我］〛を1枚まで選び、登場させる。ターン終了時までそのキャラに〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）を与えるか、ターン終了時までそのキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与える。自分のリムーブエリアにあるレベル7以下の〚カード名［大岡紅葉］〛を1枚まで選び、手札に加える。					Q：リムーブエリアにあるカード名［伊織無我］を選ばず（登場させず）、リムーブエリアにあるカード名［大岡紅葉］を選ぶ（手札に加える）ことはできますか？\nA：はい、可能です。リムーブエリアにあるカード名［伊織無我］を登場させ、カード名［大岡紅葉］を手札に加えないことも可能です。\n\nQ：このターン中に登場したキャラに「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を与えた場合、そのキャラはそのターンからすぐにアクティブ状態のキャラを指定してアクションできますか？\nA：いいえ。「このキャラは～アクションできる。」能力は、アクションできる条件を満たしている場合にアクティブ状態のキャラを指定してアクションできるというものです。ですので登場したターンに（名乗り状態で）アクションするには、突撃や迅速が必要です。\n\nQ：すでに自分の現場にキャラが5枚いる場合、キャラを登場させることはできますか？\nA：はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）\n\nQ：能力や効果によって登場したキャラの【登場時】能力は発動しますか？\nA：はい、発動します。（このイベントの効果を解決してから解決することができます。）
B08043	0882	手のこんだ悪巧み	白	5	C	1770731222614385.jpg	相手の現場にいるキャラを1枚まで選ぶ。そのキャラが自分の現場にいるLPがもっとも高いキャラのLP以下のLPの場合、リムーブする。					Q：元のLPから能力や効果によって増減しているキャラは、どのLPを参照しますか？\nA：効果を解決する時点の（能力や効果によって増減した状態の）LPを参照します。\n\nQ：自分の現場にキャラがいない場合、選んだキャラをリムーブできますか？\nA：いいえ。その場合は条件を満たさず、リムーブできません。
B08043P	0882	手のこんだ悪巧み	白	5	CP	1770878966482864.jpg	相手の現場にいるキャラを1枚まで選ぶ。そのキャラが自分の現場にいるLPがもっとも高いキャラのLP以下のLPの場合、リムーブする。					Q：元のLPから能力や効果によって増減しているキャラは、どのLPを参照しますか？\nA：効果を解決する時点の（能力や効果によって増減した状態の）LPを参照します。\n\nQ：自分の現場にキャラがいない場合、選んだキャラをリムーブできますか？\nA：いいえ。その場合は条件を満たさず、リムーブできません。
B08060	0898	託されたカセットテープ	赤	1	C	1770731238683286.jpg	自分のデッキのカードを上からレベル7のカードが出るまで1枚ずつ公開し、それを手札に加える。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。カードを手札に加えた場合、手札を1枚リムーブする。\n手札から自分のFILEエリアの枚数以下のレベルのキャラを1枚まで登場させる。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：レベル7のカードが見つからず、デッキのカードをすべて公開した場合はどうなりますか？\nA：何も手札に加えず、公開したカードをすべてデッキに移してからシャッフルします。\n\nQ：レベル7のカードが公開されたとき、それを手札に加えないことはできますか？\nA：いいえ、必ずそれ（条件に合うカードで最初に公開されたもの）を手札に加えます。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。カードを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にカードを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B08060P	0898	託されたカセットテープ	赤	1	CP	1770878984759762.jpg	自分のデッキのカードを上からレベル7のカードが出るまで1枚ずつ公開し、それを手札に加える。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。カードを手札に加えた場合、手札を1枚リムーブする。\n手札から自分のFILEエリアの枚数以下のレベルのキャラを1枚まで登場させる。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			Q：レベル7のカードが見つからず、デッキのカードをすべて公開した場合はどうなりますか？\nA：何も手札に加えず、公開したカードをすべてデッキに移してからシャッフルします。\n\nQ：レベル7のカードが公開されたとき、それを手札に加えないことはできますか？\nA：いいえ、必ずそれ（条件に合うカードで最初に公開されたもの）を手札に加えます。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。カードを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にカードを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B08075	0912	ブライダルは女が主役	黄	5	C	1770731255782822.jpg	以下から3つまで選んで行う。（上から順に行う）\n・自分の現場にいる〚カード名［佐藤美和子］〛を1枚まで選び、アクティブにする。\n・自分の現場にいる〚カード名［高木渉］〛を1枚まで選び、ターン終了時まで〚突撃［キャラ］〛を与える。\n・自分のデッキのカードを上から4枚見る。その中から〚カード名［佐藤美和子］〛か〚［高木渉］〛を1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。					Q：同じ選択肢を複数回選んで行うことはできますか？\nA：いいえ。1つの選択肢は1回までしか選べません。\n\n●選択肢（1つ目）\n\nQ：このターンすでに推理かアクションしているキャラをアクティブにした場合、もう一度推理やアクションを行うことは可能ですか？\nA：はい、（そのキャラが条件を満たしていれば）可能です。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）\n\n●選択肢（3つ目）\n\nQ：デッキが4枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。
B08075P	0912	ブライダルは女が主役	黄	5	CP	1770878984811843.jpg	以下から3つまで選んで行う。（上から順に行う）\n・自分の現場にいる〚カード名［佐藤美和子］〛を1枚まで選び、アクティブにする。\n・自分の現場にいる〚カード名［高木渉］〛を1枚まで選び、ターン終了時まで〚突撃［キャラ］〛を与える。\n・自分のデッキのカードを上から4枚見る。その中から〚カード名［佐藤美和子］〛か〚［高木渉］〛を1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。					Q：同じ選択肢を複数回選んで行うことはできますか？\nA：いいえ。1つの選択肢は1回までしか選べません。\n\n●選択肢（1つ目）\n\nQ：このターンすでに推理かアクションしているキャラをアクティブにした場合、もう一度推理やアクションを行うことは可能ですか？\nA：はい、（そのキャラが条件を満たしていれば）可能です。\n\nQ：スタン状態のキャラをアクティブにした場合はどうなりますか？\nA：スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）\n\n●選択肢（3つ目）\n\nQ：デッキが4枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移します。\n\nQ：条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。
