cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D08003	0489	江戸川コナン	青	8	7000	2	D	探偵|毛利探偵事務所|少年探偵団	1743743093434380.jpg	【パートナー青】【登場時】手札から〚特徴［少年探偵団］〛のキャラを1枚リムーブしてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。\n自分のターン終了時、自分の現場に〚特徴［少年探偵団］〛のキャラが3枚以上いる場合、カードを1枚引く。				株式会社Trys		●「自分のターン終了時、～」能力\n\nQ：このキャラ自身も「自分の現場にいる特徴［少年探偵団］」のキャラに数えますか？\nA：はい、数えます。\n\nQ：【パートナー（青）】を満たしていない場合、この能力も使えなくなりますか？\nA：いいえ。【パートナー（青）】で有効になるのは【登場時】能力のみです。
D08004	0489	江戸川コナン	青	8	7000	2	D	探偵|毛利探偵事務所|少年探偵団	1743743093439610.jpg	【パートナー青】【登場時】手札から〚特徴［少年探偵団］〛のキャラを1枚リムーブしてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。\n自分のターン終了時、自分の現場に〚特徴［少年探偵団］〛のキャラが3枚以上いる場合、カードを1枚引く。				株式会社Trys		●「自分のターン終了時、～」能力\n\nQ：このキャラ自身も「自分の現場にいる特徴［少年探偵団］」のキャラに数えますか？\nA：はい、数えます。\n\nQ：【パートナー（青）】を満たしていない場合、この能力も使えなくなりますか？\nA：いいえ。【パートナー（青）】で有効になるのは【登場時】能力のみです。
D08005	0490	灰原哀	青	7	6000	1	D	少年探偵団|科学者	1743743093446126.jpg	【自分ターン中】自分の表向きの証拠1つにつき、このキャラをAP＋1000する。\n【宣言】【ターン1】〚裏向きの証拠を1つ表向きにする〛：ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				株式会社Trys		●【自分ターン中】能力\n\nQ：この能力では、どのようにこのキャラがAP＋されるのでしょうか？\nA：自分の表向きの証拠の増減に合わせ、自動的にAP＋されます。（この能力は発動するものではなく、有効である限り自動的に影響を及ぼします。）\n\n●【宣言】能力\n\nQ：【宣言】能力の「裏向きの証拠を1つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。
D08006	0490	灰原哀	青	7	6000	1	D	少年探偵団|科学者	1743743093450797.jpg	【自分ターン中】自分の表向きの証拠1つにつき、このキャラをAP＋1000する。\n【宣言】【ターン1】〚裏向きの証拠を1つ表向きにする〛：ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				株式会社Trys		●【自分ターン中】能力\n\nQ：この能力では、どのようにこのキャラがAP＋されるのでしょうか？\nA：自分の表向きの証拠の増減に合わせ、自動的にAP＋されます。（この能力は発動するものではなく、有効である限り自動的に影響を及ぼします。）\n\n●【宣言】能力\n\nQ：【宣言】能力の「裏向きの証拠を1つ表向きにする」は、相手の証拠を表向きにすることができますか？\nA：いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。
D08007	0491	吉田歩美	青	2	1000	1	D	少年探偵団	1743743093455670.jpg		【カットイン】【自分ターン中】自分の現場にいる〚特徴［少年探偵団］〛のキャラ1枚につき、AP＋1000（自分のターンのコンタクト中に手札からリムーブして使う）			株式会社Trys		Q：【カットイン】したとき、このキャラも「自分の現場にいる特徴［少年探偵団］」のキャラに数えますか？\nA：いいえ、現場にいるキャラではないので数えません。\n\nQ：相手のターン中に【カットイン】できますか？\nA：使うことはできますが、何も起こりません。
D08008	0491	吉田歩美	青	2	1000	1	D	少年探偵団	1743743093460036.jpg		【カットイン】【自分ターン中】自分の現場にいる〚特徴［少年探偵団］〛のキャラ1枚につき、AP＋1000（自分のターンのコンタクト中に手札からリムーブして使う）			株式会社Trys		Q：【カットイン】したとき、このキャラも「自分の現場にいる特徴［少年探偵団］」のキャラに数えますか？\nA：いいえ、現場にいるキャラではないので数えません。\n\nQ：相手のターン中に【カットイン】できますか？\nA：使うことはできますが、何も起こりません。
D08009	0492	小嶋元太	青	5	5000	0	D	少年探偵団	1743743093465803.jpg	【パートナー青】〚突撃〛（登場したターンからすぐにアクションできる）				株式会社Trys		
D08010	0492	小嶋元太	青	5	5000	0	D	少年探偵団	1743743093469045.jpg	【パートナー青】〚突撃〛（登場したターンからすぐにアクションできる）				株式会社Trys		
D08011	0493	円谷光彦	青	6	5000	1	D	少年探偵団	1743743093474254.jpg	【登場時】自分の現場にこのキャラ以外の〚特徴［少年探偵団］〛のキャラがいる場合、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				株式会社Trys		Q：このキャラが登場したターンに【登場時】能力で突撃を持ち、アクションしました。そのあとでアクティブ状態になった場合、推理はできますか？\nA：いいえ。名乗り状態であることは変わらないので、アクションはできますが（迅速を持っていない限り）推理はできません。
D08012	0493	円谷光彦	青	6	5000	1	D	少年探偵団	1743743093479222.jpg	【登場時】自分の現場にこのキャラ以外の〚特徴［少年探偵団］〛のキャラがいる場合、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				株式会社Trys		Q：このキャラが登場したターンに【登場時】能力で突撃を持ち、アクションしました。そのあとでアクティブ状態になった場合、推理はできますか？\nA：いいえ。名乗り状態であることは変わらないので、アクションはできますが（迅速を持っていない限り）推理はできません。
