cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B04013	0102	小さくなった名探偵	青	1	R	1735287656263894.jpg	自分のデッキのカードを上から3枚見る。その中から【青】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【青】のキャラを1枚まで登場させる。					Q：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移して残りの効果を解決します。\n\nQ：このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にキャラを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B04014	0417	最後の切り札	青	5	C	1735287656268355.jpg	【パートナー青】【解決編】以下から1つ選んで行う。\n・キャラを2枚まで選び、スリープさせる。カードを1枚引く。\n・レベル6以下のキャラを1枚まで選び、リムーブする。\n・キャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。					
B04014P	0417	最後の切り札	青	5	CP	1735287656272568.jpg	【パートナー青】【解決編】以下から1つ選んで行う。\n・キャラを2枚まで選び、スリープさせる。カードを1枚引く。\n・レベル6以下のキャラを1枚まで選び、リムーブする。\n・キャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。					
B04015	0162	……なるほどな…	青	7	C	1735287656277670.jpg	このカードを表向きのまま証拠として得る。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分は証拠を1つ得る。			Q：証拠エリアに表向きで置かれているこのカードが、相手のアクション［事件］によってリムーブされた場合、【ヒラメキ】は発動しますか？\nA：はい。発動させることができます。
B04026	0116	御守り	緑	1	R	1735287737422188.jpg	自分のデッキのカードを上から3枚見る。その中から【緑】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【緑】のキャラを1枚まで登場させる。					Q：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移して残りの効果を解決します。\n\nQ：このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にキャラを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B04027	0427	「後ろの女に一言遺したろ思てなァ…」	緑	4	C	1735287737427806.jpg	このイベントは自分のFILEエリアにあるカードが5枚以下の場合に使用できる。\n【パートナー緑】【解決編】AP7000以上のキャラを1枚までと、AP5000以下のキャラを1枚まで選び、リムーブする。					Q：「自分のFILEエリアにあるカード」は、【アシスト】しているパートナーも数えますか？\nA：はい、数えます。\n\nQ：ほかのカードの能力や効果によってこのイベントを使用する場合、「自分のFILEエリアにあるカードが5枚以下の場合」の条件を満たしていなければ使用できませんか？\nA：はい。イベントのテキストで書かれている条件を満たしている必要があります。\n\nQ：このイベントの効果で、キャラを1枚だけ選ぶことはできますか？\nA：はい、可能です。
B04027P	0427	「後ろの女に一言遺したろ思てなァ…」	緑	4	CP	1735287737431391.jpg	このイベントは自分のFILEエリアにあるカードが5枚以下の場合に使用できる。\n【パートナー緑】【解決編】AP7000以上のキャラを1枚までと、AP5000以下のキャラを1枚まで選び、リムーブする。					Q：「自分のFILEエリアにあるカード」は、【アシスト】しているパートナーも数えますか？\nA：はい、数えます。\n\nQ：ほかのカードの能力や効果によってこのイベントを使用する場合、「自分のFILEエリアにあるカードが5枚以下の場合」の条件を満たしていなければ使用できませんか？\nA：はい。イベントのテキストで書かれている条件を満たしている必要があります。\n\nQ：このイベントの効果で、キャラを1枚だけ選ぶことはできますか？\nA：はい、可能です。
B04028	0163	そーいう事かいな…	緑	7	C	1735287737436527.jpg	このカードを表向きのまま証拠として得る。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分は証拠を1つ得る。			Q：証拠エリアに表向きで置かれているこのカードが、相手のアクション［事件］によってリムーブされた場合、【ヒラメキ】は発動しますか？\nA：はい。発動させることができます。
B04040	0130	「Ladies♡ and… Gentlemen!!」	白	1	R	1735287759513292.jpg	自分のデッキのカードを上から3枚見る。その中から【白】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【白】のキャラを1枚まで登場させる。					Q：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移して残りの効果を解決します。\n\nQ：このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にキャラを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B04041	0164	頂いて行くぜ！	白	7	C	1735287759518033.jpg	このカードを表向きのまま証拠として得る。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分は証拠を1つ得る。			Q：証拠エリアに表向きで置かれているこのカードが、相手のアクション［事件］によってリムーブされた場合、【ヒラメキ】は発動しますか？\nA：はい。発動させることができます。
B04042	0437	「よォ名探偵…」	白	6	C	1735287759523295.jpg	【パートナー白】【解決編】レベルの合計が10以下になるようにキャラを2枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）					Q：このイベントの効果で、キャラを1枚だけ選ぶことはできますか？\nA：はい、可能です。\n\n●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B04042P	0437	「よォ名探偵…」	白	6	CP	1735287759527563.jpg	【パートナー白】【解決編】レベルの合計が10以下になるようにキャラを2枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）					Q：このイベントの効果で、キャラを1枚だけ選ぶことはできますか？\nA：はい、可能です。\n\n●スタンさせる\n\nQ：「スタンさせる」とはなんですか？\nA：「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。\n\nQ：スタン状態のキャラはアクションで指定できますか？\nA：はい。スリープ状態のキャラと同様に指定できます。
B04061	0144	謎めいた乗客	赤	1	R	1735287801264696.jpg	自分のデッキのカードを上から3枚見る。その中から【赤】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【赤】のキャラを1枚まで登場させる。					Q：デッキが3枚ない場合はどうすればよいですか？\nA：デッキの残りのカードをすべて見て効果を解決します。（デッキのカードは見たり公開している時点ではまだデッキにある扱いなので、その時点ではまだ「リフレッシュ」は行いません。）1枚だけ見てそれを手札に加えた場合はその時点で「リフレッシュ」を行い、（手札に加えなかった場合など）見たカードが残っている場合はそれをデッキに移して残りの効果を解決します。\n\nQ：このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？\nA：はい、可能です。\n\nQ：公開して手札に加えた以外のキャラを手札から登場させることはできますか？\nA：はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。\n\nQ：手札にキャラを加えたうえで、キャラを登場させないことはできますか？\nA：はい、可能です。
B04062	0165	なるほど…	赤	7	C	1735287801271246.jpg	このカードを表向きのまま証拠として得る。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分は証拠を1つ得る。			Q：証拠エリアに表向きで置かれているこのカードが、相手のアクション［事件］によってリムーブされた場合、【ヒラメキ】は発動しますか？\nA：はい。発動させることができます。
B04063	0452	「諦めるなよ瑛海!!」	赤	7	C	1735287801275142.jpg	【パートナー赤】自分のデッキのカードを上から3枚見る。その中からカードを1枚まで手札に加え、残りをリムーブエリアに移す。リムーブエリアに移したカードのレベルの合計以下のレベルのキャラを1枚まで選び、リムーブする。					Q：手札に加えるカードは相手に見せる必要がありますか？\nA：いいえ。公開する必要はありません。\n\nQ：デッキが3枚以下の状態でこのイベントを使用した場合、どのタイミングで「リフレッシュ」を行いますか？\nA：「残りをリムーブエリアに移す」まで解決したところで「リフレッシュ」を行い、その後で以降の効果を解決します。「リフレッシュ」を行った場合はリムーブエリアに移したカードもデッキに入りますが、レベルの合計はそのまま参照します。（デッキのカードを見たり公開している時点では、それらのカードはまだデッキにあるカードとして扱われます。このイベントの場合は、見たカードをリムーブエリアに移した時点でデッキのカードがなくなったことになります。）
B04063P	0452	「諦めるなよ瑛海!!」	赤	7	CP	1735287801280352.jpg	【パートナー赤】自分のデッキのカードを上から3枚見る。その中からカードを1枚まで手札に加え、残りをリムーブエリアに移す。リムーブエリアに移したカードのレベルの合計以下のレベルのキャラを1枚まで選び、リムーブする。					Q：手札に加えるカードは相手に見せる必要がありますか？\nA：いいえ。公開する必要はありません。\n\nQ：デッキが3枚以下の状態でこのイベントを使用した場合、どのタイミングで「リフレッシュ」を行いますか？\nA：「残りをリムーブエリアに移す」まで解決したところで「リフレッシュ」を行い、その後で以降の効果を解決します。「リフレッシュ」を行った場合はリムーブエリアに移したカードもデッキに入りますが、レベルの合計はそのまま参照します。（デッキのカードを見たり公開している時点では、それらのカードはまだデッキにあるカードとして扱われます。このイベントの場合は、見たカードをリムーブエリアに移した時点でデッキのカードがなくなったことになります。）
