cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D05002	0147	降谷零	黄	8	7000	2	D	警察,公安	1714013167776620.jpg	【パートナー黄】【登場時】手札を1枚リムーブしてもよい。そうした場合、AP8000以下のキャラを1枚まで選び、リムーブする。				鯖崎カノ		
D05003	0148	降谷零	黄	7	6000	1	D	警察,公安	1714013167778626.jpg	【パートナー黄】〚迅速〛（登場したターンからすぐに推理かアクションできる）				七捺なか		
D05004	0149	降谷零	黄	4	4000	1	D	警察,公安	1714013167782437.jpg	【登場時】相手は手札を公開する。（その後、元に戻す）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				
D05005	0150	黒田兵衛	黄	6	6000	1	D	警察,警視庁	1714013167785716.jpg	【自分ターン中】自分の現場にいるこのキャラ以外の【黄】のキャラをAP＋1000する。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				
D05006	0151	目暮十三	黄	6	5000	1	D	警察,警視庁	1714013167788979.jpg	【登場時】手札を1枚リムーブしてもよい。そうした場合、自分のリムーブエリアにあるレベル4以下の【黄】のキャラを1枚まで選び、スリープ状態で登場させる。						{"【登場時】能力でリムーブしたカードを選んで登場させることはできますか？":"はい。レベル4以下の【黄】のキャラであれば選んで登場させることができます。","すでに自分の現場にキャラが5枚ある場合、【登場時】能力でキャラを現場に登場させることはできますか？":"はい、可能です。その場合は自分の現場にいるキャラを1枚リムーブして登場させることができます。（これを「スイッチ」と言います。）この際、登場したばかりの【D05006】目暮十三をリムーブすることもできます。"}
D05007	0152	松田陣平	黄	5	5000	1	D	警察,警視庁	1714013167791370.jpg	【相手ターン中】【現場リムーブ時】自分のデッキのカードを上から3枚見る。その中からレベル4以下の【黄】のキャラを1枚までスリープ状態で登場させ、残りを好きな順番でデッキの下に移す。		【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。		七捺なか		{"【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。","【現場リムーブ時】能力では、条件を満たすカードがあった場合でも登場させないことはできますか？":"はい、可能です。"}
D05008	0153	松田陣平	黄	3	2000	1	D	警察,警視庁	1714013167794520.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D05009	0154	風見裕也	黄	5	5000	0	D	警察,警視庁,公安	1714013167797743.jpg	【パートナー黄】〚突撃〛（登場したターンからすぐにアクションできる）				鯖崎カノ		
D05010	0155	風見裕也	黄	2	1000	1	D	警察,警視庁,公安	1714013167801806.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D05011	0156	白鳥任三郎	黄	3	2000	1	D	警察,警視庁	1714013167804383.jpg	〚ミスリード1〛（相手の推理に対し、スリープさせることでLP－1する）	【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					{"「ミスリード1」とはなんですか？":"相手のキャラかパートナーが推理したとき、自分の現場にいるアクティブ状態のミスリードを持つキャラをスリープさせることで、推理したパートナー／キャラを（その推理の終了時まで）LP－1します。","「ミスリード」は1回の推理に対して複数行えますか？":"はい。1回につき何枚でも同時に行えます。"}
D05012	0078	佐藤美和子	黄	4	4000	1	D	警察,警視庁	1714013167807968.jpg	【登場時】自分のデッキのカードを上から4枚見る。その中から【黄】のカードを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。\n		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"【登場時】能力では、条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。"}
D05013	0157	高木渉	黄	4	4000	1	D	警察,警視庁	1714013167810007.jpg		【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					
