cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
D03002	0119	怪盗キッド	白	8	7000	2	D	怪盗	1714013117398403.jpg	【パートナー白】【登場時】手札を1枚リムーブしてもよい。そうした場合、キャラを1枚まで選び、スタンさせ、自分は証拠を1つ得る。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）				紙島育		{"「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。","【登場時】能力では、キャラを0枚選んだ場合でも証拠を得ることはできますか？":"はい。その場合でも証拠を1つ得ます。"}
D03003	0120	怪盗キッド	白	7	6000	1	D	怪盗	1714013117401793.jpg	【パートナー白】〚迅速〛（登場したターンからすぐに推理かアクションできる）				kicori		
D03004	0121	怪盗キッド	白	4	4000	1	D	怪盗	1714013117404423.jpg	【相手ターン中】【現場リムーブ時】レベル5以下のスリープ状態のキャラを1枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。","【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。"}
D03005	0122	中森青子	白	2	1000	1	D	高校生	1714013117407011.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）			kicori		
D03006	0123	中森銀三	白	5	5000	0	D	警察,警視庁	1714013117409326.jpg	【パートナー白】〚突撃〛（登場したターンからすぐにアクションできる）						
D03007	0124	白馬探	白	6	5000	1	D	探偵,高校生	1714013117412340.jpg	【ターン1】このキャラが推理かアクションしたとき、カードを1枚引く。				紙島育		{"「このキャラが推理かアクションしたとき」の能力は、どのタイミングで発動しますか？":"推理かアクションを宣言し、このキャラをスリープさせた時点で発動します（相手のミスリードや、ガードするかを決めるよりも前です）。"}
D03008	0125	白馬探	白	3	2000	1	D	探偵,高校生	1714013117415686.jpg		【カットイン】AP＋2000（コンタクト中に手札からリムーブして使う）					
D03009	0047	鈴木園子	白	4	4000	1	D	高校生,鈴木財閥	1714013132346216.jpg	【登場時】自分のデッキのカードを上から4枚見る。その中から【白】のカードを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"【登場時】能力では、条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。"}
D03010	0126	鈴木園子	白	3	2000	1	D	高校生,鈴木財閥	1714013132352952.jpg	〚ミスリード1〛（相手の推理に対し、スリープさせることでLP－1する）	【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					{"「ミスリード1」とはなんですか？":"相手のキャラかパートナーが推理したとき、自分の現場にいるアクティブ状態のミスリードを持つキャラをスリープさせることで、推理したパートナー／キャラを（その推理の終了時まで）LP－1します。","「ミスリード」は1回の推理に対して複数行えますか？":"はい。1回につき何枚でも同時に行えます。"}
D03011	0127	京極真	白	6	7000	0	D	高校生,空手家	1714013132355294.jpg	自分のターン終了時、手札を1枚リムーブしてもよい。そうした場合、このキャラをアクティブにする。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"スタン状態のこのキャラを、自身の能力でアクティブにした場合はどうなりますか？":"スリープ状態になります。（スタン状態は解除され、アクティブ状態になる代わりにスリープ状態になります。）"}
D03012	0128	鈴木朋子	白	4	4000	1	D	鈴木財閥	1714013132360893.jpg		【カットイン】AP＋1000（コンタクト中に手札からリムーブして使う）					
D03013	0129	鈴木次郎吉	白	5	5000	1	D	鈴木財閥	1714013132364703.jpg	【相手ターン中】【現場リムーブ時】カードを1枚引く。		【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。				{"【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。"}
