cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B03024	0282	「新一!!!」	青	6	C	1729133201275538.jpg	自分の現場にいるレベル8以下のキャラを1枚デッキの下に移してもよい。そうした場合、相手の現場にいるレベル8以下のキャラを1枚まで選び、デッキの下に移し、手札からレベル6以下の【青】のキャラを1枚までスリープ状態で登場させる。					{"効果を解決する際に相手の現場にいるレベル8以下のキャラを1枚も選ばなかった場合、手札からレベル6以下の【青】のキャラを登場させることはできますか？":"はい、可能です。","手札にレベル6以下の【青】のキャラがあっても、登場させないことはできますか？":"はい。「1枚まで」ですので登場させないことも可能です。","《江戸川コナン/0001/B01005》や《江戸川コナン/0260/B03002》などの「自分がネクストヒントで手札を使用したとき」に発動する能力を持つキャラが現場にいるときに、このイベントをネクストヒントで使用して、それらのキャラをデッキの下に移しました。その場合、「自分がネクストヒントで手札を使用したとき」の能力は解決できますか？":"はい。発動済みの効果はキャラが現場を離れても解決するので、（《「新一!!!」/0282/B03024》の効果をすべて解決したあとで）「自分がネクストヒントで手札を使用したとき、～」以降の効果を解決します。"}
B03024P	0282	「新一!!!」	青	6	CP	1729133201280961.jpg	自分の現場にいるレベル8以下のキャラを1枚デッキの下に移してもよい。そうした場合、相手の現場にいるレベル8以下のキャラを1枚まで選び、デッキの下に移し、手札からレベル6以下の【青】のキャラを1枚までスリープ状態で登場させる。					{"効果を解決する際に相手の現場にいるレベル8以下のキャラを1枚も選ばなかった場合、手札からレベル6以下の【青】のキャラを登場させることはできますか？":"はい、可能です。","手札にレベル6以下の【青】のキャラがあっても、登場させないことはできますか？":"はい。「1枚まで」ですので登場させないことも可能です。","《江戸川コナン/0001/B01005》や《江戸川コナン/0260/B03002》などの「自分がネクストヒントで手札を使用したとき」に発動する能力を持つキャラが現場にいるときに、このイベントをネクストヒントで使用して、それらのキャラをデッキの下に移しました。その場合、「自分がネクストヒントで手札を使用したとき」の能力は解決できますか？":"はい。発動済みの効果はキャラが現場を離れても解決するので、（《「新一!!!」/0282/B03024》の効果をすべて解決したあとで）「自分がネクストヒントで手札を使用したとき、～」以降の効果を解決します。"}
B03025	0283	「え？取材？」	青	6	C	1729133201286193.jpg	自分のデッキのカードを上から5枚見る。その中から〚特徴［少年探偵団］〛のキャラを1枚まで公開して手札に加え、残りをリムーブエリアに移す。手札からレベル6以下の〚特徴［少年探偵団］〛のキャラを1枚まで登場させる。					{"デッキが5枚以下の状態でこのイベントを使用した場合、どのタイミングでリフレッシュを行いますか？":"「残りをリムーブエリアに移す」まで解決したところでリフレッシュを行い、その後で以降の効果を解決します。（デッキのカードを見たり公開している時点では、それらのカードはまだデッキにあるカードとして扱われます。このイベントの場合は、見たカードをリムーブエリアに移した時点でデッキのカードがなくなったことになります。）","条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。","公開して手札に加えた以外のキャラを手札から登場させることはできますか？":"はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。","手札にキャラを加えたうえで、キャラを登場させないことはできますか？":"はい、可能です。"}
B03026	0284	「死ぬかもしれないけど…試してみる？」	青	5	C	1729133201291209.jpg	カードを2枚引く。	【カットイン】【自分ターン中】AP＋1000\n【相手ターン中】AP＋3000				
B03041	0298	直球勝負	緑	5	C	1729133249354568.jpg	このイベントを自分の現場にいる【緑】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「このキャラがアクションしたとき、相手はガードできる場合、必ずガードする。」と「このキャラがコンタクトしたとき、そのコンタクト中、このキャラをAP＋2000する。」を持つ。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","「ガードできる場合、必ずガードする」とは何ですか？":"アクションをガードできるキャラが1枚以上いる場合、その中から1枚でガードしなければいけません。（ガードするキャラは、アクションされた側のプレイヤーが選択します。）","「このキャラがコンタクトしたとき」の能力は、どのタイミングで発動しますか？":"コンタクトが発生した時点で発動します（【カットイン】などの行動よりも前です）。","「このキャラがコンタクトしたとき」の能力は、このキャラが相手のアクションで指定されたり、このキャラがガードしたことによるコンタクトでも発動しますか？":"はい、発動します。"}
B03041P	0298	直球勝負	緑	5	CP	1729133249359590.jpg	このイベントを自分の現場にいる【緑】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「このキャラがアクションしたとき、相手はガードできる場合、必ずガードする。」と「このキャラがコンタクトしたとき、そのコンタクト中、このキャラをAP＋2000する。」を持つ。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","「ガードできる場合、必ずガードする」とは何ですか？":"アクションをガードできるキャラが1枚以上いる場合、その中から1枚でガードしなければいけません。（ガードするキャラは、アクションされた側のプレイヤーが選択します。）","「このキャラがコンタクトしたとき」の能力は、どのタイミングで発動しますか？":"コンタクトが発生した時点で発動します（【カットイン】などの行動よりも前です）。","「このキャラがコンタクトしたとき」の能力は、このキャラが相手のアクションで指定されたり、このキャラがガードしたことによるコンタクトでも発動しますか？":"はい、発動します。"}
B03042	0299	「ボクは好きだな… 君みたいな熱い探偵…」	緑	4	C	1729133385724214.jpg	自分のデッキのカードを上から5枚見る。その中から〚特徴［探偵］〛のキャラを1枚までと、そのキャラと同じ色を持たない〚特徴［探偵］〛のキャラを1枚まで公開して手札に加え、残りをシャッフルしてデッキの下に移す。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分のリムーブエリアにある〚特徴［探偵］〛のキャラを1枚まで選び、手札に加える。			{"条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。1枚だけ手札に加えることも可能です。"}
B03043	0300	平次からのメール	緑	5	C	1729133385731525.jpg	カードを2枚引く。	【カットイン】【自分ターン中】AP＋1000\n【相手ターン中】AP＋3000				
B03062	0317	私はもう貴方のそばに…	白	8	C	1729133406793630.jpg	【パートナー白】自分の現場にいるキャラを1枚デッキの下に移してもよい。そうした場合、自分のデッキのカードを上からレベル8のキャラが出るまで1枚ずつ公開し、それを登場させる。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。					{"レベル8のキャラが見つからず、デッキのカードをすべて公開した場合はどうなりますか？":"何も登場させず、公開したカードをすべてデッキに移してからシャッフルします。","レベル8のキャラが公開されたとき、それを登場させないことはできますか？":"いいえ、必ずそれを登場させます。","能力や効果によって登場したキャラの【登場時】能力は発動しますか？":"はい、発動します。"}
B03062P	0317	私はもう貴方のそばに…	白	8	CP	1729133406800035.jpg	【パートナー白】自分の現場にいるキャラを1枚デッキの下に移してもよい。そうした場合、自分のデッキのカードを上からレベル8のキャラが出るまで1枚ずつ公開し、それを登場させる。残りの公開したカードをデッキの下に移し、デッキをシャッフルする。					{"レベル8のキャラが見つからず、デッキのカードをすべて公開した場合はどうなりますか？":"何も登場させず、公開したカードをすべてデッキに移してからシャッフルします。","レベル8のキャラが公開されたとき、それを登場させないことはできますか？":"いいえ、必ずそれを登場させます。","能力や効果によって登場したキャラの【登場時】能力は発動しますか？":"はい、発動します。"}
B03063	0318	死闘	白	5	C	1729133406805746.jpg	自分の現場にいる〚特徴［空手家］〛のキャラと同じ数まで相手の現場にいるキャラを選び、スリープさせる。自分の現場にいる〚特徴［空手家］〛のすべてのキャラをターン終了時までAP＋1000する。		【ヒラメキ】（証拠からリムーブされるときに発動する）キャラを1枚まで選び、スリープさせる。			{"このイベントを使用した後で自分の現場に特徴［空手家］のキャラが登場しました。その場合、そのキャラはAP＋1000されますか？":"いいえ、されません。イベントの効果を解決した時点で自分の現場にいる特徴［空手家］のキャラをAP＋1000します。"}
B03064	0319	凜とした冷涼な気配	白	5	C	1729133406811550.jpg	カードを2枚引く。	【カットイン】【自分ターン中】AP＋1000\n【相手ターン中】AP＋3000				
B03080	0334	BANG	赤	5	C	1729133424904221.jpg	相手に証拠を1つ与えてもよい。このイベントを自分の現場にいる【赤】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「【ターン1】このキャラがアクション［事件］したとき、このキャラをアクティブにする。」を持つ。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","相手に証拠を与えなかった場合でも、このイベントをセットできますか？":"はい、証拠を与えたかどうかに関係なくセットできます。","「相手に証拠を1つ与える」ことを選択するとどうなりますか？":"相手が証拠を1つ得ます（推理などで得る場合と同様に、デッキの上から1枚を裏向きで証拠エリアの1番上に置きます）。相手は証拠を得ないことは選択できません。","自分の現場に【赤】のキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）","このイベントが同じキャラに2枚セットされていたり、《世良真純/0056/B01066》などのキャラにセットされている場合、そのキャラがアクション［事件］したらどうなりますか？":"「【ターン1】このキャラがアクション［事件］したとき、このキャラをアクティブにする。」が2つとも発動し、1つ目を解決した時点でアクティブになります。2つとも発動するので、このターン中に再度アクション［事件］を行っても能力は発動しません。"}
B03080P	0334	BANG	赤	5	CP	1729133424909254.jpg	相手に証拠を1つ与えてもよい。このイベントを自分の現場にいる【赤】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「【ターン1】このキャラがアクション［事件］したとき、このキャラをアクティブにする。」を持つ。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","相手に証拠を与えなかった場合でも、このイベントをセットできますか？":"はい、証拠を与えたかどうかに関係なくセットできます。","「相手に証拠を1つ与える」ことを選択するとどうなりますか？":"相手が証拠を1つ得ます（推理などで得る場合と同様に、デッキの上から1枚を裏向きで証拠エリアの1番上に置きます）。相手は証拠を得ないことは選択できません。","自分の現場に【赤】のキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）","このイベントが同じキャラに2枚セットされていたり、《世良真純/0056/B01066》などのキャラにセットされている場合、そのキャラがアクション［事件］したらどうなりますか？":"「【ターン1】このキャラがアクション［事件］したとき、このキャラをアクティブにする。」が2つとも発動し、1つ目を解決した時点でアクティブになります。2つとも発動するので、このターン中に再度アクション［事件］を行っても能力は発動しません。"}
B03081	0335	「吹っ飛べェ!!」	赤	5	C	1729133424915804.jpg	【パートナー赤】相手の現場にいるキャラを1枚まで選び、手札に移す。相手は手札を1枚リムーブする。					{"相手の現場にいるキャラを選ばなかった場合、相手は手札をリムーブしますか？":"はい、リムーブします。"}
B03082	0336	「彼女との約束なんでね…」	赤	5	C	1729133424920430.jpg	カードを2枚引く。	【カットイン】【自分ターン中】AP＋1000\n【相手ターン中】AP＋3000				
B03103	0356	ヤンチャな5人組	黄	4	C	1729133463323610.jpg	【パートナー黄】相手の現場にいるキャラを1枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）自分の現場にキャラが5枚以上いる場合、代わりにそのキャラをリムーブする。					{"自分の現場にキャラが5枚以上いる場合、選んだキャラをリムーブせず、スタンさせることはできますか？":"いいえ。条件を満たしている場合は必ずスタンさせる代わりにリムーブします。","「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。"}
B03103P	0356	ヤンチャな5人組	黄	4	CP	1729133463330228.jpg	【パートナー黄】相手の現場にいるキャラを1枚まで選び、スタンさせる。（スタン状態のキャラをアクティブにする場合、代わりにスリープさせる）自分の現場にキャラが5枚以上いる場合、代わりにそのキャラをリムーブする。					{"自分の現場にキャラが5枚以上いる場合、選んだキャラをリムーブせず、スタンさせることはできますか？":"いいえ。条件を満たしている場合は必ずスタンさせる代わりにリムーブします。","「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。"}
B03104	0357	24時間、年中無休	黄	5	C	1729133463336346.jpg	自分の現場にいる〚特徴［警察］〛のキャラを1枚まで選び、ターン終了時までAP＋2000し、〚突撃［キャラ］〛を与える。自分のリムーブエリアにカードが15枚以上ある場合、代わりに自分の現場にいる〚特徴［警察］〛のキャラを2枚まで選び、ターン終了時までAP＋2000し、〚突撃［キャラ］〛を与える。					{"使用したこのイベントは、自分のリムーブエリアにあるカードに数えますか？":"いいえ、使用して効果を解決している段階のイベントカードは、まだリムーブエリアに置かれていないので数えません。"}
B03105	0358	あの女性の記憶	黄	5	C	1729133463342536.jpg	カードを2枚引く。	【カットイン】【自分ターン中】AP＋1000\n【相手ターン中】AP＋3000				
B03132	0381	烏丸蓮耶の影	黒	1	C	1729133510436221.jpg	自分のデッキのカードを上から3枚見る。その中から【黒】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【黒】のキャラを1枚まで登場させる。					{"このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。","公開して手札に加えた以外のキャラを手札から登場させることはできますか？":"はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。","手札にキャラを加えたうえで、キャラを登場させないことはできますか？":"はい、可能です。"}
B03132P	0381	烏丸蓮耶の影	黒	1	CP	1729133510441147.jpg	自分のデッキのカードを上から3枚見る。その中から【黒】のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。手札から自分のFILEエリアの枚数以下のレベルの【黒】のキャラを1枚まで登場させる。					{"このイベントの効果では、条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。","公開して手札に加えた以外のキャラを手札から登場させることはできますか？":"はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。","手札にキャラを加えたうえで、キャラを登場させないことはできますか？":"はい、可能です。"}
B03133	0382	「見ィーつけた♪」	黒	7	C	1729133510447153.jpg	自分のリムーブエリアにある【カットイン】を持つレベル6以下の【黒】のキャラを2枚まで選び、手札に加える。手札から【カットイン】を持つレベル6以下の【黒】のキャラを1枚まで登場させる。ターン終了時までそのキャラに〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）を与える。					{"リムーブエリアから手札に加えた以外のキャラを手札から登場させることはできますか？":"はい。キャラを手札に加えなかった場合も含め、条件を満たしているキャラであれば可能です。"}
B03134	0383	ジンの眼光	黒	6	C	1729133510452584.jpg	このイベントは、自分の証拠の数が相手の証拠の数以下の場合に使用できる。\n【パートナー黒】キャラを1枚まで選び、リムーブする。					{"自分の証拠と相手の証拠が同じ枚数の場合、このイベントを使用できますか？":"はい、使用できます。"}
