cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B03002	0260	江戸川コナン	青	7	5000	1	SR	探偵|毛利探偵事務所|少年探偵団	1729133048228794.jpg	【ターン1】自分がネクストヒントで手札を使用したとき、自分のデッキのカードを上から3枚見る。その中から〚特徴［少年探偵団］〛のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。\n【ターン1】自分の現場にいる〚特徴［少年探偵団］〛のキャラが【宣言】能力を使用したとき、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。				あす		{"このキャラが自分の現場にいるときにネクストヒントを行いましたが、手札は使用しませんでした。そのあとネクストヒントで手札を使用した場合、能力は発動しますか？":"はい。「ネクストヒントで手札を使用したとき」に発動するので、この場合は発動します。","「【ターン1】自分が～」の能力で特徴［少年探偵団］のキャラを1枚も手札に加えませんでした。この場合、次にネクストヒントで手札を使用したときに選ぶことはできますか？":"いいえ。何も手札に加えなかった場合でも能力そのものが一度発動しているので、このターン中は条件を満たしても発動しません。","ネクストヒントで使用したキャラが【登場時】能力を持つ場合、このキャラの能力とどちらから先に解決されますか？":"（ターンを行なっている）プレイヤーが好きな順番で解決できます。","ネクストヒントでイベントを使用した場合、このキャラの能力とどちらから先に解決されますか？":"イベントの効果を先に解決します。","【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？":"はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）","このカードをネクストヒントで使用した場合、このキャラの能力は発動しますか？":"いいえ。使用した時点ではまだ現場にいない状態なので、能力は発動しません。（このターン、次にネクストヒントで手札を使用したら発動します。）","自分の現場にいる特徴［少年探偵団］のキャラが【宣言】能力を使用したとき、このキャラの能力とどちらから先に解決されますか？":"【宣言】能力の効果を先に解決します。","【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？":"はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）"}
B03002P	0260	江戸川コナン	青	7	5000	1	SRCP	探偵|毛利探偵事務所|少年探偵団	193519fa3ad31b.jpg	【ターン1】自分がネクストヒントで手札を使用したとき、自分のデッキのカードを上から3枚見る。その中から〚特徴［少年探偵団］〛のキャラを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。\n【ターン1】自分の現場にいる〚特徴［少年探偵団］〛のキャラが【宣言】能力を使用したとき、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。						{"このキャラが自分の現場にいるときにネクストヒントを行いましたが、手札は使用しませんでした。そのあとネクストヒントで手札を使用した場合、能力は発動しますか？":"はい。「ネクストヒントで手札を使用したとき」に発動するので、この場合は発動します。","「【ターン1】自分が～」の能力で特徴［少年探偵団］のキャラを1枚も手札に加えませんでした。この場合、次にネクストヒントで手札を使用したときに選ぶことはできますか？":"いいえ。何も手札に加えなかった場合でも能力そのものが一度発動しているので、このターン中は条件を満たしても発動しません。","ネクストヒントで使用したキャラが【登場時】能力を持つ場合、このキャラの能力とどちらから先に解決されますか？":"（ターンを行なっている）プレイヤーが好きな順番で解決できます。","ネクストヒントでイベントを使用した場合、このキャラの能力とどちらから先に解決されますか？":"イベントの効果を先に解決します。","【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？":"はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）","このカードをネクストヒントで使用した場合、このキャラの能力は発動しますか？":"いいえ。使用した時点ではまだ現場にいない状態なので、能力は発動しません。（このターン、次にネクストヒントで手札を使用したら発動します。）","自分の現場にいる特徴［少年探偵団］のキャラが【宣言】能力を使用したとき、このキャラの能力とどちらから先に解決されますか？":"【宣言】能力の効果を先に解決します。","【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？":"はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）"}
B03003	0261	灰原哀	青	8	7000	2	SR	少年探偵団|科学者	1729133048239125.jpg	【宣言】【ターン1】【スリープ】〚デッキのカードを上から3枚リムーブする〛：この【宣言】能力のコストによって〚カード名［阿笠博士］〛か〚特徴［少年探偵団］〛のキャラがリムーブされた場合、レベル8以下のキャラを1枚まで選び、デッキの下に移す。				とくすエマ		{"【宣言】能力の「デッキのカードを上から3枚リムーブする」は、相手のデッキのカードをリムーブすることができますか？":"いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。このコストによってリムーブしたカードに、カード名［阿笠博士］か特徴［少年探偵団］のキャラが含まれていた場合、「レベル8以下のキャラを1枚まで選び、デッキの下に移す。」効果を解決できます。","自分のデッキが2枚以下の場合、それらをすべてリムーブすることでこのキャラの【宣言】能力を使用できますか？":"いいえ。3枚リムーブできない場合は【宣言】能力を使用できません。"}
B03003P	0261	灰原哀	青	8	7000	2	SRCP	少年探偵団|科学者	193519f3400311.jpg	【宣言】【ターン1】【スリープ】〚デッキのカードを上から3枚リムーブする〛：この【宣言】能力のコストによって〚カード名［阿笠博士］〛か〚特徴［少年探偵団］〛のキャラがリムーブされた場合、レベル8以下のキャラを1枚まで選び、デッキの下に移す。						{"【宣言】能力の「デッキのカードを上から3枚リムーブする」は、相手のデッキのカードをリムーブすることができますか？":"いいえ。【宣言】能力の「:」より左にあるテキスト（コスト）では、自分のカードしか使うことができません。このコストによってリムーブしたカードに、カード名［阿笠博士］か特徴［少年探偵団］のキャラが含まれていた場合、「レベル8以下のキャラを1枚まで選び、デッキの下に移す。」効果を解決できます。","自分のデッキが2枚以下の場合、それらをすべてリムーブすることでこのキャラの【宣言】能力を使用できますか？":"いいえ。3枚リムーブできない場合は【宣言】能力を使用できません。"}
B03004	0262	江戸川コナン	青	5	5000	1	R	探偵|毛利探偵事務所|少年探偵団	1729133048249954.jpg	【解決編】【登場時】手札を1枚リムーブしてもよい。そうした場合、自分の現場にいるLP0の〚カード名［毛利蘭］〛を1枚まで選び、アクティブにする。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分のリムーブエリアにある〚カード名［工藤新一］〛を1枚まで選び、手札に加える。		水季		{"《工藤新一/0175/B02003》の能力などによって、LPが1以上になっているカード名［毛利蘭］を選ぶことはできますか？":"いいえ。元のLPではなく、効果の解決時点でLP0のカード名［毛利蘭］を選ぶことができます。"}
B03005	0263	工藤新一	青	6	5000	1	R	探偵|高校生	1729133048254365.jpg	【パートナー青】【宣言】【スリープ】：レベル6以下の〚カード名［毛利蘭］〛のキャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。		【ヒラメキ】（証拠からリムーブされるときに発動する）自分のリムーブエリアにある〚カード名［江戸川コナン］〛を1枚まで選び、手札に加える。		水季		
B03006	0264	結成 少年探偵団	青	8	8000	2	R	少年探偵団	1729133048259684.jpg	【登場時】自分のリムーブエリアにある、それぞれカード名の異なる〚特徴［少年探偵団］〛のキャラを5枚まで選び、このキャラの下に重ねる。\nこのキャラの下に重なっているカードの数につき、以下の能力を持つ。\n【1枚以上】〚突撃〛（登場したターンからすぐにアクションできる）\n【3枚以上】このキャラがアクションしたとき、カードを1枚引く。\n【5枚以上】このキャラがアクションしたとき、証拠を1つ得る。				木幡かいと、麻亜沙		{"リムーブエリアにある《結成 少年探偵団》を選ぶことはできますか？":"はい。特徴［少年探偵団］を持つので、（それ以外のキャラとカード名の異なるキャラ1枚として）選ぶことができます。","《結成 少年探偵団》をスイッチして登場させました。【登場時】能力で、スイッチでリムーブしたキャラを選ぶことはできますか？":"はい。【登場時】能力を解決する時点でリムーブエリアに置かれているので、選ぶことができます。","「重ねる」とは何ですか？":"この《結成 少年探偵団》の下に、選んだカードが重なった状態になります。《結成 少年探偵団》が現場を離れる場合、重なっているカードはすべてリムーブされます。","重なっているカードは「セットされているカード」に含まれますか？":"いいえ。重なっている状態は「セットされている」状態とは異なります。","重なっているカードはどのように扱われますか？ リムーブされたら【現場リムーブ時】などの能力は発動しますか？":"重なっているカードは情報を持たず、カードとしては現場にありますが、現場にいるキャラの数としては数えません（重なっている枚数のみ参照されます）。情報を持たないので、それらのカードの能力も発動することはありません。","この《結成 少年探偵団》の下に5枚以上カードが重なっている状態でアクションしました。「カードを1枚引く」効果と「証拠を1つ得る」効果はどちらから先に解決されますか？":"同じタイミングで発動するので、（ターンを行なっている）プレイヤーが好きな順番で解決できます。","「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか？":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
B03006P	0264	結成 少年探偵団	青	8	8000	2	RP	少年探偵団	1729133048266813.jpg	【登場時】自分のリムーブエリアにある、それぞれカード名の異なる〚特徴［少年探偵団］〛のキャラを5枚まで選び、このキャラの下に重ねる。\nこのキャラの下に重なっているカードの数につき、以下の能力を持つ。\n【1枚以上】〚突撃〛（登場したターンからすぐにアクションできる）\n【3枚以上】このキャラがアクションしたとき、カードを1枚引く。\n【5枚以上】このキャラがアクションしたとき、証拠を1つ得る。						{"リムーブエリアにある《結成 少年探偵団》を選ぶことはできますか？":"はい。特徴［少年探偵団］を持つので、（それ以外のキャラとカード名の異なるキャラ1枚として）選ぶことができます。","《結成 少年探偵団》をスイッチして登場させました。【登場時】能力で、スイッチでリムーブしたキャラを選ぶことはできますか？":"はい。【登場時】能力を解決する時点でリムーブエリアに置かれているので、選ぶことができます。","「重ねる」とは何ですか？":"この《結成 少年探偵団》の下に、選んだカードが重なった状態になります。《結成 少年探偵団》が現場を離れる場合、重なっているカードはすべてリムーブされます。","重なっているカードは「セットされているカード」に含まれますか？":"いいえ。重なっている状態は「セットされている」状態とは異なります。","重なっているカードはどのように扱われますか？ リムーブされたら【現場リムーブ時】などの能力は発動しますか？":"重なっているカードは情報を持たず、カードとしては現場にありますが、現場にいるキャラの数としては数えません（重なっている枚数のみ参照されます）。情報を持たないので、それらのカードの能力も発動することはありません。","この《結成 少年探偵団》の下に5枚以上カードが重なっている状態でアクションしました。「カードを1枚引く」効果と「証拠を1つ得る」効果はどちらから先に解決されますか？":"同じタイミングで発動するので、（ターンを行なっている）プレイヤーが好きな順番で解決できます。","「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか？":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
B03007	0265	赤木英雄	青	4	5000	0	C	サッカー選手	1729133048271706.jpg	【登場時】自分のデッキのカードを上から4枚見る。その中からイベントを1枚まで公開して手札に加え、残りを好きな順番でデッキの下に移す。カードを手札に加えた場合、手札を1枚リムーブする。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"条件を満たすカードがあった場合でも手札に加えないことはできますか？":"はい、可能です。"}
B03008	0266	阿笠博士	青	6	5000	1	C	発明家	1729133048277394.jpg	【自分ターン中】【ターン1】自分の現場にいるアクティブ状態の〚特徴［少年探偵団］〛のキャラがスリープ状態になったとき、カードを1枚引き、手札を1枚リムーブする。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。				{"【自分ターン中】【ターン1】能力が発動したとき、カードを引かないことはできますか？":"いいえ、発動したら「カードを1枚引き、手札を1枚リムーブする」を解決しないことは選択できません。","【自分ターン中】【ターン1】能力は、推理やアクションでスリープしたときも発動しますか？":"はい、推理かアクションを宣言し、そのキャラをスリープさせた時点で発動します（相手がミスリードやガードするかを決めるよりも前に解決します）。","自分の現場にいる特徴［少年探偵団］のキャラが【宣言】能力のコストの【スリープ】でスリープ状態になりました。このキャラの能力と【宣言】能力はどちらから先に解決されますか？":"【宣言】能力の効果を先に解決します。","【ターン1】で発動する能力は、同じカードが複数自分の現場にいる場合、すべて同時に発動しますか？":"はい。すべて同時に発動し、好きな順番で解決します。（条件を満たしたときに発動させないことは選択できません。）"}
