cardNum	cardId	title	color	level	ap	lp	rarity	features	imagePath	effect	cutIn	hirameki	henso	illustrator	flavor	qAndA
B02002	0174	江戸川コナン	青	7	5000	2	SR	探偵|毛利探偵事務所|少年探偵団	1721357158812078.jpg	【登場時】自分の現場にレベル7以上の【青】以外の色を持つキャラがいる場合、ターン終了時までこのキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。\n【ターン1】このキャラがアクションしたとき、自分の現場にいる【青】以外の色を持つキャラ1枚につき、アクション終了時までこのキャラをAP＋1000する。				水季		{"このキャラが【登場時】能力で突撃を持ったあと、自分の現場からレベル7以上の【青】以外の色を持つキャラがいなくなった場合、このキャラは突撃を失いますか？":"いいえ、失いません。","「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか？":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。"}
B02003	0175	工藤新一	青	8	7000	2	SR	探偵|高校生	1721357158815837.jpg	【パートナー青】【登場時】レベル7以下のキャラを1枚まで選び、デッキの下に移す。\n【宣言】【ターン1】〚カード名［毛利蘭］〛のキャラを1枚まで選び、ターン終了時までLP＋1する。				水季		{"自分のパートナーが青でない場合、このキャラの【宣言】能力は有効ですか？":"はい。【パートナー（青）】は【登場時】能力にのみ適用されます。"}
B02003P	0175	工藤新一	青	8	7000	2	SRP	探偵|高校生	1721357158819164.jpg	【パートナー青】【登場時】レベル7以下のキャラを1枚まで選び、デッキの下に移す。\n【宣言】【ターン1】〚カード名［毛利蘭］〛のキャラを1枚まで選び、ターン終了時までLP＋1する。				水季		{"自分のパートナーが青でない場合、このキャラの【宣言】能力は有効ですか？":"はい。【パートナー（青）】は【登場時】能力にのみ適用されます。"}
B02004	0176	毛利蘭	青	6	6000	0	R	高校生|毛利探偵事務所|空手家	1721357158822894.jpg	【絆工藤新一】【ターン1】このキャラが推理かアクションしたとき、自分のリムーブエリアにあるレベル5以下の〚カード名［妃英理］〛かレベル5以下の〚特徴［毛利探偵事務所］〛のキャラを1枚まで選び、登場させる。\n【相手ターン中】【現場リムーブ時】自分のリムーブエリアにある〚カード名［工藤新一］〛を1枚まで選び、手札に加える。				五月とに		{"【絆】とは何ですか？":"自分の現場に指定のカード名のキャラがいる場合に、右の能力を持ちます。（パートナーでは条件を満たしません。）","「このキャラが推理かアクションしたとき」の能力は、どのタイミングで発動しますか？":"推理かアクションを宣言し、そのキャラをスリープさせた時点で発動します（相手がミスリードやガードするかを決めるよりも前です）。","能力や効果によって登場したキャラの【登場時】能力は発動しますか？":"はい、発動します。","「このキャラが推理かアクションしたとき」の能力は、LP0の状態で推理しても発動しますか？":"はい、発動します。","【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。"}
B02004P	0176	毛利蘭	青	6	6000	0	RP	高校生|毛利探偵事務所|空手家	1721357158825617.jpg	【絆工藤新一】【ターン1】このキャラが推理かアクションしたとき、自分のリムーブエリアにあるレベル5以下の〚カード名［妃英理］〛かレベル5以下の〚特徴［毛利探偵事務所］〛のキャラを1枚まで選び、登場させる。\n【相手ターン中】【現場リムーブ時】自分のリムーブエリアにある〚カード名［工藤新一］〛を1枚まで選び、手札に加える。				五月とに		{"【絆】とは何ですか？":"自分の現場に指定のカード名のキャラがいる場合に、右の能力を持ちます。（パートナーでは条件を満たしません。）","「このキャラが推理かアクションしたとき」の能力は、どのタイミングで発動しますか？":"推理かアクションを宣言し、そのキャラをスリープさせた時点で発動します（相手がミスリードやガードするかを決めるよりも前です）。","能力や効果によって登場したキャラの【登場時】能力は発動しますか？":"はい、発動します。","「このキャラが推理かアクションしたとき」の能力は、LP0の状態で推理しても発動しますか？":"はい、発動します。","【相手ターン中】【現場リムーブ時】とはなんですか？":"【現場リムーブ時】の能力は、現場にいるこのキャラがリムーブされた（リムーブエリアに置かれた）ときに発動します。なのでこの能力は、相手のターン中に現場からリムーブされたときに発動します。"}
B02005	0177	沖野ヨーコ	青	5	4000	1	R	アイドル	1721357158829438.jpg	【宣言】【ターン1】自分の現場にいる〚カード名［毛利小五郎］〛を1枚まで選び、ターン終了時までAP＋2000し、〚突撃〛（登場したターンからすぐにアクションできる）を与える。				きゅーぶい		{"【宣言】能力でパートナーの［毛利小五郎］を選ぶことはできますか？":"いいえ。できません。"}
B02005P	0177	沖野ヨーコ	青	5	4000	1	RP	アイドル	1721357158832647.jpg	【宣言】【ターン1】自分の現場にいる〚カード名［毛利小五郎］〛を1枚まで選び、ターン終了時までAP＋2000し、〚突撃〛（登場したターンからすぐにアクションできる）を与える。				きゅーぶい		{"【宣言】能力でパートナーの［毛利小五郎］を選ぶことはできますか？":"いいえ。できません。"}
B02006	0178	仮面ヤイバー	青	5	5000	0	R	ヒーロー	1721357158835505.jpg		【カットイン】AP＋1000、レベル5以下の〚特徴［少年探偵団］〛のキャラに【カットイン】する場合、代わりにAP＋3000（コンタクト中に手札からリムーブして使う）	【ヒラメキ】（証拠からリムーブされるときに発動する）自分の現場に〚特徴［少年探偵団］〛のキャラがいる場合、カードを2枚引く。		沖路		{"レベル5以下の特徴［少年探偵団］のキャラが相手のアクションで指定され、レベル5以下の特徴［少年探偵団］ではないキャラでガードしました。そのコンタクトでこのカードの【カットイン】を使い、AP＋3000できますか？":"いいえ。コンタクト中の自分のキャラがレベル5以下の特徴［少年探偵団］の場合にAP＋3000できるので、この場合はAP＋1000します。"}
B02006P	0178	仮面ヤイバー	青	5	5000	0	RP	ヒーロー	1721357158839417.jpg		【カットイン】AP＋1000、レベル5以下の〚特徴［少年探偵団］〛のキャラに【カットイン】する場合、代わりにAP＋3000（コンタクト中に手札からリムーブして使う）	【ヒラメキ】（証拠からリムーブされるときに発動する）自分の現場に〚特徴［少年探偵団］〛のキャラがいる場合、カードを2枚引く。		沖路		{"レベル5以下の特徴［少年探偵団］のキャラが相手のアクションで指定され、レベル5以下の特徴［少年探偵団］ではないキャラでガードしました。そのコンタクトでこのカードの【カットイン】を使い、AP＋3000できますか？":"いいえ。コンタクト中の自分のキャラがレベル5以下の特徴［少年探偵団］の場合にAP＋3000できるので、この場合はAP＋1000します。"}
B02007	0179	江戸川コナン	青	3	2000	1	C	探偵|毛利探偵事務所|少年探偵団	1721357158842596.jpg		【カットイン】【自分ターン中】AP＋3000（自分のターンのコンタクト中に手札からリムーブして使う）					{"このカードは相手のターン中に【カットイン】で使えますか？":"使うことはできますが、何も起こりません。"}
