cardNum	cardId	title	color	level	rarity	imagePath	effect	cutIn	hirameki	illustrator	flavor	qAndA
B02013	0185	ターボエンジン付きスケートボード	青	4	C	1721357158865909.jpg	このイベントを自分の現場にいるレベル7以下の【青】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。		【ヒラメキ】（証拠からリムーブされるときに発動する）このカードを手札に加える。			{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）"}
B02013P	0185	ターボエンジン付きスケートボード	青	4	CP	1721357158868518.jpg	このイベントを自分の現場にいるレベル7以下の【青】のキャラ1枚にセットする。\nこのイベントがセットされているキャラは〚突撃〛（登場したターンからすぐにアクションできる）を持つ。		【ヒラメキ】（証拠からリムーブされるときに発動する）このカードを手札に加える。			{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）"}
B02014	0186	少年探偵団の活躍	青	4	C	1721357188579757.jpg	自分の現場にいるレベル5以下の〚特徴［少年探偵団］〛のキャラを好きな数選び、ターン終了時まで〚突撃［事件］〛（登場したターンからすぐに事件を指定してアクションできる）と「このキャラがアクションしたとき、カードを1枚引く。」を与える。					{"「このキャラがアクションしたとき」の能力は、どのタイミングで発動しますか？":"アクションを宣言し、対象を指定してこのキャラをスリープさせた時点で発動します（相手がガードをするか決めるよりも前です）。","選んだキャラに突撃［事件］と「このキャラがアクションしたとき、カードを1枚引く。」のどちらか片方だけを与えることはできますか？":"いいえ。選んだキャラには必ず両方とも与えます。"}
B02031	0201	平次のバイク	緑	6	C	1721357211028138.jpg	このイベントを自分の現場にいる【緑】の〚特徴［探偵］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは〚突撃［キャラ］〛と「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を持つ。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）"}
B02031P	0201	平次のバイク	緑	6	CP	1721357211031413.jpg	このイベントを自分の現場にいる【緑】の〚特徴［探偵］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは〚突撃［キャラ］〛と「このキャラは相手の現場にいるアクティブ状態のキャラを指定してアクションできる。」を持つ。		【ヒラメキ】（証拠からリムーブされるときに発動する）カードを1枚引く。			{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）"}
B02032	0202	「立てや坂田ァ!!」	緑	5	C	1721357211034778.jpg	このイベントは自分の事件が解決編で、自分の現場に〚カード名［服部平次］〛がいる場合に使用できる。\n相手の現場にいるすべてのキャラをスリープさせる。					{"自分のパートナーが［服部平次］で、自分の現場にカード名［服部平次］がいない場合、このイベントを使用できますか？":"いいえ、できません。"}
B02033	0203	死力を尽くして	緑	5	C	1721357211037265.jpg	自分の現場にいるキャラにセットされているカードを合わせて2枚リムーブしてもよい。そうした場合、キャラを1枚まで選び、リムーブする。					{"自分の現場にいるキャラ2枚にセットされているカードを1枚ずつリムーブすることはできますか？":"はい、可能です。"}
B02051	0172	レッドヘリング	白	6	C	1721357250048492.jpg	自分の現場にいるキャラを1枚スリープさせてもよい。そうした場合、レベル7以下のキャラを1枚まで選び、リムーブする。					{"自分の現場にいるスリープ状態やスタン状態のキャラをスリープさせることはできますか？":"いいえ、アクティブ状態のキャラでなければ「スリープさせる」ことはできません。"}
B02052	0217	トランプ銃	白	5	C	1721357250051541.jpg	このイベントを自分の現場にいる〚特徴［怪盗］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「自分のターン終了時、自分のデッキのカードを上から3枚リムーブしてもよい。そうした場合、キャラを1枚まで選び、スタンさせる。」を持つ。\n【相手ターン中】【ターン1】キャラにセットされているこのイベントがリムーブエリアに置かれるとき、代わりに自分の現場にいる〚特徴［怪盗］〛のキャラ1枚にセットしてもよい。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）","「自分のターン終了時、自分のデッキのカードを上から3枚リムーブしてもよい。」は、自分のデッキが2枚以下の場合に行えますか？":"いいえ、行えません。","「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。","「キャラにセットされているこのイベントがリムーブエリアに置かれるとき」の能力は、どのタイミングで発動しますか？":"セットされているこのイベントが効果によってリムーブされたり、セットされているキャラが現場を離れて（ルールにより）このイベントがリムーブエリアに置かれるときなどに発動します。このイベントは「代わりに～」の結果として現場からリムーブエリアに移動することなくセットされるので、発動した【ターン1】の履歴が残ります（このターン中、次にリムーブエリアに置かれるときは発動しません）。","相手のターン中に裏向きでセットされていたカードをリムーブしたら《トランプ銃/0217/B02052》でした。その場合、【相手ターン中】の能力は発動しますか？":"いいえ。裏向きでセットされているカードは情報を持たないので、発動しません（そのままリムーブエリアに置かれます）。"}
B02052P	0217	トランプ銃	白	5	CP	1721357250055590.jpg	このイベントを自分の現場にいる〚特徴［怪盗］〛のキャラ1枚にセットする。\nこのイベントがセットされているキャラは「自分のターン終了時、自分のデッキのカードを上から3枚リムーブしてもよい。そうした場合、キャラを1枚まで選び、スタンさせる。」を持つ。\n【相手ターン中】【ターン1】キャラにセットされているこのイベントがリムーブエリアに置かれるとき、代わりに自分の現場にいる〚特徴［怪盗］〛のキャラ1枚にセットしてもよい。					{"「セットする」とは何ですか？":"キャラ1枚に、このイベントが付いた状態になります。セットされているキャラが現場を離れる場合、このイベントはリムーブされます。","自分の現場にキャラが1枚もない場合でもこのイベントを使用できますか？":"はい、可能です。「セットする」を実行できない場合、このイベントは解決後にリムーブエリアに置かれます。（ただし、セットできるキャラがいる場合は必ずセットします。）","「自分のターン終了時、自分のデッキのカードを上から3枚リムーブしてもよい。」は、自分のデッキが2枚以下の場合に行えますか？":"いいえ、行えません。","「スタンさせる」とはなんですか？":"「スタンさせる」効果を受けたキャラは「スタン状態」となり、カードを上下逆向きにします。スタン状態のキャラは、オートフェイズやカードの効果によってアクティブにする場合、代わりにスリープ状態になります。それまでスタン状態は解除されません。","スタン状態のキャラはアクションで指定できますか？":"はい。スリープ状態のキャラと同様に指定できます。","「キャラにセットされているこのイベントがリムーブエリアに置かれるとき」の能力は、どのタイミングで発動しますか？":"セットされているこのイベントが効果によってリムーブされたり、セットされているキャラが現場を離れて（ルールにより）このイベントがリムーブエリアに置かれるときなどに発動します。このイベントは「代わりに～」の結果として現場からリムーブエリアに移動することなくセットされるので、発動した【ターン1】の履歴が残ります（このターン中、次にリムーブエリアに置かれるときは発動しません）。","相手のターン中に裏向きでセットされていたカードをリムーブしたら《トランプ銃/0217/B02052》でした。その場合、【相手ターン中】の能力は発動しますか？":"いいえ。裏向きでセットされているカードは情報を持たないので、発動しません（そのままリムーブエリアに置かれます）。"}
